1,1,180709
1,2,13355
1,3,13403
1,4,19408
1,5,65503
1,6,3749
1,7,8794
1,8,13215
1,9,16931
1,10,6838
1,11,36871
1,12,1904
1,13,27636
1,14,7452
1,15,4189
1,16,14112
1,17,44267
1,18,16537
1,19,15600
1,20,6005
1,21,15475
1,22,3233
1,23,16672
1,24,23976
1,25,33545
1,26,65692
1,27,10404
1,28,19175
1,29,17898
1,30,45757
1,31,37031
1,32,29876
1,33,321
1,34,3462
1,35,19992
1,36,89690
1,37,8328
1,38,8036
1,39,7542
1,40,57483
1,41,2407
1,42,4245
1,43,9836
1,44,5158
1,45,7494
1,46,35193
1,47,5831
1,48,2226
1,49,6529
1,50,9900
1,51,4312
1,52,20141
1,53,16932
1,54,2983
1,55,793
1,56,1249
1,57,4073
1,58,1652
1,59,15924
1,60,8732
1,61,41427
1,62,13984
1,63,4575
1,64,20872
1,65,12166
1,66,6619
1,67,13771
1,68,191
1,69,3078
1,70,37
2,2,40860
2,3,28
2,4,313
2,5,2109
2,6,4545
2,7,201
2,8,4229
2,9,21299
2,10,12207
2,11,3674
2,12,5588
2,13,3612
2,14,3750
2,16,27824
2,17,4361
2,18,3
2,19,103
2,20,1418
2,21,2177
2,22,7044
2,23,2809
2,24,78
2,25,3509
2,26,12061
2,28,27
2,29,30
2,30,10599
2,31,23629
2,32,13494
2,34,4
2,35,6296
2,36,4216
2,37,321
2,38,4
2,39,4
2,40,1157
2,41,23
2,42,44
2,43,366
2,45,309
2,46,2713
2,47,33
2,49,621
2,51,233
2,52,871
2,53,4
2,54,4
2,57,28
2,61,952
2,62,3
2,63,10
2,64,14
2,65,45
2,66,333
2,67,603
2,69,105
3,3,29135
3,4,13547
3,5,26327
3,8,860
3,10,489
3,11,2312
3,13,1149
3,14,1
3,15,17
3,16,694
3,17,659
3,18,49
3,19,11902
3,20,76
3,21,2968
3,23,86
3,24,4466
3,25,402
3,26,7872
3,27,1719
3,28,18223
3,29,24357
3,30,457
3,31,1621
3,32,547
3,35,1534
3,36,17753
3,37,28
3,38,14401
3,39,3497
3,40,19796
3,41,2
3,42,22
3,43,9
3,44,25
3,45,7
3,46,1026
3,47,2
3,48,199
3,49,4
3,50,192
3,51,13
3,52,73
3,53,14
3,54,2179
3,55,33
3,56,433
3,57,7
3,59,961
3,60,14
3,61,1002
3,62,3182
3,63,2884
3,64,19459
3,65,26
3,66,24
3,67,43
