1 3 5
1 7 3
1 11 36
1 13 21
1 17 34
1 29 2
1 33 3
1 39 28
1 45 4
1 49 13
1 51 76
1 53 8
1 55 26
1 57 245
1 59 79
1 61 93
1 63 35
1 65 36
1 67 7
1 69 15
1 79 27
1 81 105
1 83 32
1 85 117
1 87 22
1 89 94
2 64 11
2 54 2
2 102 4
2 8 1
2 18 17
2 82 28
2 86 28
2 90 28
2 58 36
3 19 2
3 67 5
3 69 11
3 33 5
3 45 4
3 49 5
3 51 6
5 37 10
5 39 10
5 41 10
5 103 10
5 55 10
5 59 10
5 29 1
7 11 2
7 57 2
8 104 12
8 102 8
11 81 116
11 13 45
11 79 27
11 17 44
11 83 12
11 85 89
11 89 59
11 55 10
11 57 10
11 91 10
11 29 40
13 17 18
13 79 13
13 81 75
13 83 20
13 85 69
13 89 28
13 57 9
13 29 10
15 83 3
17 83 2
17 57 30
17 79 59
17 81 205
17 51 2
17 53 43
17 55 30
17 89 104
17 63 4
17 29 8
17 85 161
18 64 11
18 48 2
18 100 5
18 86 174
18 80 11
18 82 246
18 54 32
18 56 110
18 58 58
18 92 6
18 90 174
18 94 3
19 33 9
19 67 5
19 69 10
19 45 1
19 49 1
19 51 1
21 37 13
21 103 16
21 105 7
21 107 5
21 41 3
21 39 16
21 59 16
29 99 5
29 81 97
29 39 5
29 73 6
29 89 71
29 79 14
29 91 5
29 83 3
29 53 8
29 59 2
29 41 6
29 55 76
29 103 23
29 101 14
29 85 35
29 37 29
30 100 1
30 38 4
30 40 6
30 48 4
30 88 1
30 56 5
30 92 4
33 67 30
33 69 14
33 35 1
33 43 4
33 45 16
33 49 10
33 51 16
34 58 2
34 68 2
34 70 2
35 67 11
35 51 1
35 43 9
35 45 1
35 77 1
35 47 7
35 99 3
36 47 1
37 39 243
37 41 52
37 43 5
37 47 86
37 55 184
37 57 3
37 59 68
37 61 2
37 67 22
37 73 58
37 75 25
37 77 4
37 79 1
37 83 1
37 89 7
37 91 42
37 93 13
37 97 36
37 99 101
37 101 21
37 103 87
37 105 9
37 107 12
38 98 23
38 68 5
38 40 141
38 48 46
38 56 86
38 100 91
38 90 1
38 92 89
38 94 47
39 41 77
39 47 16
39 49 1
39 51 14
39 55 113
39 57 58
39 59 131
39 61 50
39 73 40
39 75 26
39 83 16
39 91 14
39 93 1
39 97 36
39 99 60
39 101 5
39 103 83
39 105 14
39 107 18
40 96 5
40 48 58
40 98 65
40 100 134
40 102 2
40 104 3
40 80 9
40 82 2
40 94 74
40 56 142
40 90 2
40 92 144
41 99 1
41 103 37
41 73 12
41 75 2
41 61 16
41 55 49
41 57 9
41 59 57
43 67 160
43 68 2
43 51 95
43 97 1
43 112 2
43 46 2
43 44 47
43 45 116
43 77 1
43 111 11
43 48 16
43 99 15
43 91 9
43 53 84
43 55 54
43 49 23
43 47 226
44 66 21
44 68 29
44 92 11
44 45 1
44 46 135
44 47 9
44 48 233
44 50 61
44 52 46
44 54 19
44 56 11
44 100 8
44 60 2
44 62 5
45 67 343
45 68 1
45 69 51
45 105 8
45 46 4
45 49 282
45 53 3
45 57 9
45 59 144
45 61 3
45 51 100
46 66 10
46 68 15
46 48 23
46 50 67
46 52 20
46 54 4
46 60 2
47 112 2
47 51 22
47 48 3
47 77 9
47 111 15
47 99 71
47 91 67
47 67 113
47 97 18
47 55 114
47 68 2
47 103 11
47 101 19
47 93 42
47 53 69
48 98 18
48 50 4
48 68 27
48 86 5
48 82 14
48 80 3
48 94 27
48 54 52
48 56 71
48 100 97
48 90 3
48 92 90
48 58 4
49 107 7
49 67 167
49 51 173
49 105 15
49 53 5
49 57 48
49 59 312
49 61 23
49 69 32
50 66 132
50 52 133
50 54 3
50 58 3
50 60 58
50 62 11
51 53 95
51 55 9
51 57 263
51 59 153
51 61 263
51 63 37
51 65 169
51 67 91
51 69 5
51 81 11
51 83 14
51 85 164
51 87 26
51 89 24
51 91 21
51 93 18
51 101 3
51 103 3
52 64 16
52 66 200
52 54 121
52 82 15
52 86 199
52 58 3
52 60 17
52 90 5
52 62 29
53 67 31
53 101 22
53 81 72
53 79 13
53 93 60
53 91 73
53 85 73
53 89 35
53 55 64
53 57 16
53 103 22
53 63 13
54 64 54
54 66 23
54 82 155
54 86 246
54 56 65
54 58 52
54 92 19
54 90 99
54 62 5
55 57 35
55 59 65
55 61 50
55 67 27
55 73 31
55 75 1
55 79 55
55 81 60
55 83 43
55 85 18
55 87 15
55 89 116
55 91 89
55 93 25
55 99 46
55 101 59
55 103 79
56 64 16
56 80 33
56 98 16
56 100 126
56 102 9
56 92 209
56 82 242
56 104 13
56 94 82
56 58 13
56 86 113
56 90 148
57 59 213
57 61 429
57 63 191
57 65 230
57 67 8
57 69 10
57 79 26
57 81 194
57 83 50
57 85 336
57 87 40
57 89 88
57 105 1
58 64 83
58 66 8
58 86 153
58 70 3
58 82 157
58 68 7
58 90 137
58 60 27
58 62 17
59 61 257
59 65 40
59 67 80
59 69 25
59 83 46
59 85 1
59 87 26
59 89 31
59 103 76
59 105 53
59 107 39
60 64 9
60 66 72
60 68 8
60 62 53
61 83 47
61 65 288
61 87 35
61 63 118
61 85 162
61 89 33
61 81 17
62 64 46
62 66 135
62 86 20
62 82 19
63 81 141
63 65 23
63 79 3
63 89 15
63 85 229
64 66 33
64 86 95
64 82 150
64 90 54
65 83 14
65 85 110
65 89 23
65 87 24
66 86 94
66 82 37
66 90 5
67 68 6
67 69 164
67 70 1
67 77 1
67 91 7
67 99 19
67 103 25
67 105 102
67 107 13
67 111 4
67 112 1
67 116 8
68 100 2
68 70 3
68 105 10
68 116 5
69 70 3
69 105 54
69 107 3
70 105 3
73 97 20
73 99 29
73 103 8
73 75 32
73 91 8
73 101 5
75 97 22
75 99 21
75 91 2
77 97 31
77 99 28
77 91 14
77 111 5
77 93 1
77 95 2
79 81 88
79 89 73
79 85 74
80 100 8
80 82 21
80 86 1
80 90 1
80 92 9
81 83 31
81 91 10
81 89 278
81 87 1
81 85 547
82 100 10
82 86 473
82 94 33
82 84 15
82 92 55
82 90 374
83 85 39
83 89 69
83 87 37
84 88 2
84 94 3
84 90 37
84 86 30
85 89 259
85 87 5
86 88 3
86 94 7
86 92 20
86 90 462
87 89 42
88 90 3
89 91 25
89 93 14
89 101 29
89 103 8
90 92 27
90 94 24
91 93 219
91 97 28
91 99 89
91 101 62
91 103 41
91 111 12
91 113 6
92 98 34
92 100 206
92 104 9
92 94 191
92 102 23
93 97 12
93 99 17
93 103 40
93 112 6
93 113 9
93 114 2
93 111 7
93 101 55
94 112 2
94 98 42
94 114 2
94 100 141
94 102 37
94 111 2
94 113 2
94 104 21
95 97 11
95 103 14
95 105 14
95 109 4
95 110 5
96 104 6
96 98 6
97 110 1
97 113 4
97 99 95
97 111 22
98 112 3
98 100 62
98 111 3
98 104 5
99 107 5
99 103 36
99 111 14
99 101 34
100 102 23
100 108 8
100 104 33
101 103 84
101 115 2
101 114 2
102 104 42
103 105 77
103 107 34
103 109 1
