1 2 3
1 3 612
1 4 20
1 5 2
1 6 300
1 7 343
2 3 189
2 4 250
2 5 3
2 6 44
2 7 231
3 4 172
3 5 5
3 6 457
3 7 329
4 5 1
4 6 68
4 7 160
5 6 23
5 7 24
6 7 312
