1 3 5
1 4 347
1 5 23
1 6 5
1 8 5
1 9 13
1 139 1
1 140 1
1 13 6
1 15 102
1 16 14
1 145 1
1 146 1
1 19 1
1 154 24
1 26 34
1 156 5
1 29 33
1 30 201
1 32 16
1 34 25
1 35 1
1 36 16
1 37 4
1 28 23
1 136 15
1 51 5
1 53 2
1 137 2
1 147 3
1 116 24
2 22 4
2 134 5
2 135 7
2 8 1
2 9 8
2 144 5
2 51 5
2 54 12
2 137 3
2 152 1
2 156 1
2 150 10
3 4 13
3 5 26
3 6 1
3 49 2
3 136 20
3 41 8
3 44 8
3 13 6
3 45 20
3 48 7
3 17 3
3 146 38
3 116 1
3 36 1
3 15 24
4 5 103
4 6 2
4 8 2
4 9 4
4 14 2
4 15 104
4 17 1
4 146 9
4 147 26
4 154 25
4 28 19
4 26 31
4 30 209
4 32 13
4 34 25
4 35 1
4 36 14
4 37 1
4 41 1
4 44 1
4 45 18
4 29 36
4 136 39
4 114 1
4 116 19
4 121 2
5 6 36
5 7 3
5 136 5
5 44 5
5 13 43
5 45 35
5 16 6
5 49 1
5 19 3
5 147 2
5 15 45
5 156 5
6 7 16
6 145 1
6 41 2
6 151 10
6 140 4
6 13 10
6 47 7
6 16 32
6 17 7
6 146 7
6 19 14
6 20 3
6 137 1
6 148 2
6 156 21
7 116 6
7 148 11
7 13 2
7 16 7
7 18 4
7 147 10
7 20 1
7 21 8
7 153 8
7 156 44
8 133 26
8 134 18
8 135 9
8 136 3
8 9 100
8 10 17
8 11 5
8 12 4
8 130 1
8 142 1
8 144 27
8 18 1
8 22 1
8 23 13
8 132 1
8 27 19
8 156 2
8 30 1
8 166 14
8 167 23
8 46 6
8 50 12
8 51 63
8 52 9
8 53 37
8 54 12
8 141 4
8 92 4
8 95 26
8 96 54
8 97 1
8 99 24
8 100 55
8 111 22
8 112 1
8 116 34
8 119 7
8 124 3
9 134 9
9 135 6
9 10 12
9 11 1
9 12 1
9 142 3
9 15 2
9 144 28
9 22 11
9 23 4
9 132 3
9 30 13
9 38 3
9 46 5
9 136 15
9 50 22
9 51 103
9 52 1
9 53 25
9 54 18
9 92 2
9 95 12
9 96 18
9 99 5
9 100 19
9 166 2
9 111 48
9 119 9
10 96 6
10 66 1
10 99 8
10 100 3
10 133 2
10 166 6
10 12 5
10 142 1
10 111 1
10 76 1
10 124 2
10 51 4
10 52 1
10 53 3
10 72 1
10 91 7
10 92 6
11 96 31
11 97 5
11 66 12
11 99 1
11 165 2
11 12 39
11 162 2
11 76 11
11 72 7
11 52 3
11 23 33
11 124 21
11 95 24
12 96 18
12 97 17
12 66 10
12 99 2
12 72 1
12 53 2
12 23 17
12 91 4
12 124 6
12 95 13
13 48 15
13 41 15
13 16 13
13 17 3
13 146 13
13 51 1
13 156 6
14 26 1
14 34 3
14 30 3
15 136 37
15 146 7
15 154 1
15 28 24
15 26 11
15 30 75
15 35 10
15 36 9
15 37 3
15 38 3
15 41 2
15 44 7
15 45 51
15 29 15
15 49 8
15 51 1
15 116 4
16 151 5
16 47 19
16 145 5
16 41 10
16 139 12
16 140 7
16 46 1
16 45 4
16 17 12
16 146 21
16 19 5
16 148 3
16 137 10
16 49 6
16 38 13
16 156 19
17 48 17
17 38 4
17 136 5
17 41 17
17 139 11
17 140 1
17 47 25
17 49 16
17 50 5
17 51 1
17 146 16
18 129 7
18 130 13
18 132 21
18 148 3
18 21 4
18 23 15
18 153 1
18 156 103
18 160 15
18 161 41
18 165 2
18 166 3
18 96 1
18 97 41
18 98 4
18 99 8
18 101 15
18 122 6
18 124 9
18 149 4
19 137 2
19 140 2
19 148 4
19 151 9
20 151 2
22 150 2
22 134 1
22 135 6
22 143 1
22 144 23
22 51 13
22 54 2
22 156 1
23 161 11
23 165 6
23 166 21
23 168 1
23 52 1
23 66 11
23 72 12
23 76 1
23 95 39
23 96 86
23 97 45
23 99 6
23 100 1
23 101 2
23 119 4
23 120 8
23 123 3
23 124 91
23 125 9
24 96 3
24 99 8
24 100 25
24 133 14
24 167 15
24 143 8
24 141 5
24 142 49
24 111 7
24 51 15
24 119 4
24 132 11
24 27 14
24 124 9
26 32 6
26 34 14
26 35 3
26 37 2
26 44 13
26 48 1
26 36 6
26 154 10
26 155 1
26 28 16
26 29 26
26 30 31
27 96 2
27 99 4
27 100 15
27 133 36
27 134 8
27 167 17
27 141 3
27 142 7
27 143 6
27 144 17
27 150 4
27 166 1
28 35 11
28 44 1
28 29 13
28 30 4
29 32 5
29 34 8
29 44 1
29 45 1
29 36 1
29 155 2
29 154 2
29 30 30
30 32 28
30 34 31
30 37 4
30 136 56
30 146 1
30 116 24
30 154 25
30 36 20
31 136 3
31 36 1
31 39 4
32 34 22
32 154 9
34 37 1
34 154 20
34 155 5
35 37 5
35 38 4
35 39 4
35 136 10
35 44 18
35 45 5
35 49 4
35 50 8
35 36 16
36 37 6
36 38 2
36 39 4
