1 2 3
1 3 2488
1 4 1
1 6 12
1 7 17326
1 8 4
1 11 4049
1 12 5
1 13 7800
1 14 9
1 17 13576
1 19 7330
1 20 1
1 29 95
1 30 23
1 31 45
1 33 11397
1 34 8
1 38 53
1 39 466
1 43 1839
1 47 5654
1 48 44
1 51 9257
1 53 8459
1 54 30
1 55 14875
1 56 52
1 57 44868
1 58 2
1 60 8
1 61 1424
1 62 17
1 63 20
1 68 5
1 69 4209
1 70 19
1 71 1858
1 72 1
1 74 37
1 79 55
1 81 6875
1 85 9215
1 89 6616
1 92 12
1 95 1334
1 97 2850
1 98 942
1 99 1607
1 100 124
1 101 330
1 102 1093
1 103 16
1 104 264
1 105 35
1 106 3358
1 109 615
1 110 487
1 111 9
1 112 53
1 113 81
1 114 426
2 4 86
2 8 182
2 12 107
2 14 91
2 17 8
2 18 31
2 19 14
2 20 113
2 21 2
2 24 2
2 26 1
2 30 82
2 32 4
2 33 10
2 34 18
2 38 74
2 40 30
2 48 31
2 52 47
2 54 23
2 56 68
2 57 280
2 58 370
2 60 2
2 61 1
2 62 16
2 63 1
2 64 227
2 66 15
2 67 10
2 68 1
2 70 106
2 72 6
2 74 42
2 77 1
2 79 11
2 81 37
2 82 33
2 84 1
2 86 12
2 92 2
2 94 6
2 100 4
2 105 4
3 5 2
3 7 2956
3 11 1149
3 13 579
3 17 134
3 19 223
3 23 182
3 31 21
3 33 668
3 45 8
3 49 23
3 51 97
3 57 2097
3 59 3
3 60 1
3 61 9
3 67 40
3 68 2
3 71 100
3 73 3
3 81 102
3 85 100
4 8 590
4 12 95
4 14 336
4 18 47
4 19 8
4 20 251
4 23 1
4 24 175
4 26 4
4 30 32
4 31 9
4 32 9
4 33 2
4 34 1
4 38 294
4 40 34
4 47 48
4 48 131
4 51 165
4 52 56
4 53 233
4 54 130
4 55 240
4 56 296
4 58 2
4 64 13
4 68 1
4 74 2
4 82 7
4 85 99
4 89 150
4 90 3
4 92 18
4 94 1
4 100 38
5 27 275
5 73 98
5 15 90
5 71 72
6 7 3
6 8 163
6 10 3
6 12 2
6 14 163
6 30 54
6 38 241
6 40 5
6 47 84
6 48 122
6 51 92
6 52 4
6 53 203
6 54 86
6 55 209
6 56 232
6 57 5
6 60 1
6 68 2
6 70 3
6 74 74
6 82 8
6 84 6
6 85 64
6 86 4
6 89 144
6 90 1
6 92 21
6 100 48
7 9 5
7 11 4661
7 13 6433
7 15 10
7 17 5090
7 19 446
7 23 29
7 29 98
7 30 3
7 31 40
7 33 2587
7 38 12
7 39 922
7 43 1251
7 47 4724
7 48 7
7 51 7624
7 53 5463
7 54 9
7 55 5569
7 56 12
7 57 10909
7 59 1
7 61 144
7 67 2
7 71 1360
7 73 34
7 74 7
7 79 347
7 81 6589
7 85 4105
7 89 30
7 91 10
7 92 2
7 95 877
7 97 1740
7 98 699
7 99 43
7 100 91
7 103 2
7 104 257
7 105 21
7 109 512
7 110 393
7 111 2
7 112 51
7 113 84
7 114 299
8 10 20
8 12 306
8 14 1363
8 17 1
8 18 230
8 19 1
8 20 71
8 23 1
8 24 237
8 26 2
8 30 94
8 31 7
8 32 37
8 33 5
8 38 898
8 40 101
8 47 323
8 48 345
8 51 290
8 52 112
8 53 722
8 54 334
8 55 756
8 56 898
8 57 16
8 58 95
8 60 5
8 62 3
8 64 142
8 66 2
8 67 11
8 68 70
8 70 4
8 74 5
8 79 1
8 81 1
8 82 196
8 84 10
8 85 169
8 86 8
8 89 636
8 90 9
8 92 81
8 94 74
8 98 1
8 100 157
8 103 24
8 105 5
9 17 43
9 73 7
9 11 171
9 13 408
9 15 271
9 81 215
9 51 169
9 85 55
9 55 63
9 39 60
9 47 19
9 29 11
10 16 4
10 100 3
10 38 14
10 14 24
10 47 7
10 48 3
10 82 1
10 51 2
10 84 3
10 53 12
10 86 2
10 55 12
10 56 12
10 89 10
10 54 4
10 30 4
10 85 2
11 13 7134
11 15 1749
11 17 7284
11 19 68
11 29 188
11 33 1155
11 39 1425
11 47 1822
11 51 3946
11 55 4
11 57 4018
11 61 81
11 71 1004
11 73 189
11 81 4845
11 85 492
11 99 1
11 104 21
12 14 484
12 18 250
12 20 18
12 21 3
12 24 72
12 26 3
12 30 124
12 32 7
12 38 112
12 40 46
