1 2 3
1 4 184
1 5 97
1 6 116
1 8 1
1 9 140
1 11 1
1 15 78
1 16 4
1 21 26
1 22 6
1 23 131
1 29 3
1 31 99
1 32 69
1 33 85
1 35 1
1 36 2
1 45 6
1 46 1
1 49 6
1 55 3
1 56 2
2 16 1
2 4 5
2 6 169
2 31 2
3 6 425
3 7 4
4 5 24437
4 6 33630
4 7 65
4 8 1136
4 9 40894
4 11 47
4 15 13848
4 16 9188
4 17 149
4 18 2291
4 21 1
4 22 8176
4 23 4010
4 24 10783
4 29 3
4 30 5164
4 31 16663
4 32 3908
4 33 1670
4 34 468
4 35 1361
4 36 2
4 38 6
4 40 2
4 45 36
4 46 64
4 49 48
4 55 1
4 56 31
4 62 133
4 63 133
4 71 10
4 72 11
5 6 28340
5 7 20
5 8 497
5 9 39200
5 15 14095
5 16 17236
5 18 1542
5 19 1625
5 21 2487
5 22 5429
5 23 8134
5 24 15013
5 30 3913
5 31 18889
5 32 3926
5 33 1700
5 34 425
5 35 3878
5 36 1210
5 37 166
5 38 24
5 39 31
5 40 6
5 45 134
5 46 80
5 49 173
5 55 22
5 56 91
5 61 1
5 62 306
5 63 250
5 71 37
5 72 10
5 81 467
6 7 567
6 8 1995
6 9 38130
6 11 79
6 15 13150
6 16 13200
6 17 172
6 18 2452
6 21 1256
6 22 14933
6 23 6553
6 24 11748
6 30 3808
6 31 14682
6 32 1113
6 33 146
6 34 863
6 35 2009
6 36 2
6 37 1
6 38 6
6 41 1
6 43 3
6 45 244
6 46 59
6 47 3
6 48 1
6 49 309
6 51 19
6 52 1
6 55 42
6 56 142
6 58 1
6 61 251
6 62 417
6 63 510
6 71 68
6 72 15
6 81 4
7 8 9153
7 9 13988
7 10 4280
7 11 27
7 12 6780
7 13 1078
7 15 9238
7 16 4730
7 17 2614
7 18 4195
7 21 30
7 22 2240
7 23 208
7 24 31
7 31 16
7 43 4
7 46 1
7 47 4319
7 48 221
7 49 23
7 50 23
7 51 14
7 52 446
7 53 6377
7 54 419
7 55 32
7 56 230
7 57 5
7 58 177
7 59 1131
7 60 5
8 9 14240
8 10 66
8 11 22
8 12 1607
8 13 239
8 15 10406
8 16 14479
8 17 183
8 18 6592
8 19 7
8 21 177
8 22 6653
8 23 575
8 24 151
8 33 49
8 34 8866
8 35 12886
8 38 2
8 45 74
8 46 225
8 47 206
8 48 147
8 49 144
8 50 63
8 51 2
8 52 24
8 53 971
8 54 40
8 55 32
8 56 293
8 58 137
8 59 57
8 72 5
8 74 137
8 81 1323
9 10 14429
9 11 185
9 12 7457
9 13 3455
9 15 53105
9 16 35986
9 17 10988
9 18 13126
9 19 359
9 21 503
9 22 16219
9 23 7126
9 24 15915
9 30 7144
9 31 24744
9 32 6815
9 33 4451
9 34 1154
9 35 6803
9 36 4264
9 37 279
9 38 56
9 39 210
9 40 7
9 45 132
9 46 126
9 47 4313
9 48 39
9 49 1825
9 50 6066
9 52 353
9 53 15325
9 54 3355
9 55 37
9 56 307
9 58 140
9 59 2526
9 61 57
9 62 448
9 63 423
9 71 24
9 72 13
9 81 1047
10 50 7203
10 17 6927
10 54 1843
10 12 436
10 13 1432
10 15 12154
10 16 1954
