1 2 3
1 3 125
1 4 316
1 6 21
1 7 2
1 41 43
1 14 3
1 36 347
2 3 23973
2 4 7748
2 5 3307
2 6 3417
2 7 11968
2 9 9
2 10 34
2 11 31
2 12 51
2 13 2548
2 14 3425
2 15 2173
2 16 2095
2 17 322
2 22 5257
2 24 8
2 25 5248
2 27 9
2 29 21
2 30 6033
2 31 75
2 32 823
2 33 30699
2 34 4954
2 35 5481
2 36 20
2 37 20
2 38 162
2 39 20
2 40 11
2 41 29995
3 4 24893
3 5 5117
3 6 29411
3 7 24745
3 8 3
3 9 372
3 10 381
3 11 374
3 12 5
3 13 1638
3 14 3877
3 15 14947
3 16 5590
3 17 8239
3 18 403
3 20 2
3 21 15
3 22 1408
3 23 2
3 24 15
3 25 778
3 26 65
3 27 885
3 28 265
3 29 1512
3 30 4431
3 31 3701
3 32 371
3 33 33285
3 34 1356
3 35 8914
3 36 6554
3 37 460
3 38 6915
3 39 3992
3 40 279
3 41 34487
4 5 635
4 6 20143
4 7 3417
4 8 43
4 9 156
4 10 374
4 11 489
4 12 144
4 13 243
4 14 439
4 15 3186
4 16 1332
4 17 3837
4 18 1031
4 20 5
4 21 24
4 22 440
4 23 4
4 24 6
4 25 399
4 26 35
4 27 25
4 28 6
4 29 193
4 30 841
4 31 1322
4 32 56
4 33 10089
4 34 61
4 35 1638
4 36 5116
4 37 285
4 38 2084
4 39 1642
4 40 455
4 41 24169
5 6 1715
5 7 8133
5 9 4
5 12 2
5 13 45
5 14 426
5 15 1655
5 16 264
5 17 127
5 22 136
5 25 101
5 27 102
5 28 2
5 29 308
5 30 434
5 31 201
5 32 110
5 33 6183
5 35 133
5 37 23
5 38 953
5 39 574
5 41 1176
6 7 16359
6 8 353
6 9 2523
6 10 455
6 11 600
6 12 439
6 13 288
6 14 1194
6 15 32613
6 16 3647
6 17 15075
6 18 224
6 19 26
6 20 6
6 21 24
6 22 1917
6 23 119
6 24 63
6 25 974
6 26 201
6 27 1764
6 28 786
6 29 4293
6 30 12932
6 31 6922
6 32 348
6 33 11195
6 34 1141
6 35 413
6 36 2363
6 37 7153
6 38 7446
6 39 5094
6 40 1241
6 41 62061
7 8 41
7 9 415
7 10 795
7 11 1067
7 12 114
7 13 2674
7 14 18737
7 15 14494
7 16 2186
7 17 2333
7 18 518
7 20 55
7 21 18
7 22 607
7 23 4
7 24 123
7 25 402
7 26 81
7 27 943
7 28 290
7 29 1662
7 30 3986
7 31 3535
7 32 908
7 33 22531
7 34 1
7 35 396
7 36 50
7 37 774
7 38 8509
7 39 5096
7 40 1015
7 41 12787
8 9 236
8 10 18
8 11 17
8 14 1
8 15 140
8 17 2
8 19 9
8 20 1
8 26 44
8 27 10
8 28 6
8 30 1
8 33 20
8 37 467
8 38 1
8 39 38
8 40 11
8 41 490
9 10 422
9 11 430
9 12 39
9 13 89
9 14 232
9 15 1323
9 16 37
9 17 158
9 18 6
9 19 26
9 20 8
9 22 4
9 24 2
9 25 17
9 26 266
9 27 111
9 28 13
9 29 35
9 30 213
9 31 419
9 32 2
9 33 11
9 37 3332
9 38 320
9 39 744
9 40 52
9 41 3515
10 11 5865
10 12 3065
10 13 3959
10 14 3122
10 15 305
10 16 62
10 17 158
10 18 202
10 19 22
10 20 30
10 23 1
10 25 51
10 26 367
10 27 5
10 29 85
10 30 547
10 31 175
10 32 13
10 33 117
10 36 4
10 37 200
10 38 713
10 39 965
10 40 626
10 41 900
11 12 18735
11 13 24550
11 14 17150
11 15 339
11 16 114
11 17 166
11 18 655
11 19 26
11 20 1262
11 21 42
11 22 50
11 23 2
11 24 31
11 25 192
11 26 117
11 27 24
11 29 104
11 30 2786
11 31 1370
11 32 14
11 33 302
11 36 9
11 37 278
11 38 1637
11 39 803
11 40 8691
11 41 6740
12 13 77154
12 14 67259
12 15 7
12 16 8
12 17 12
12 18 8005
12 21 672
12 22 799
12 24 6122
12 25 22153
12 26 2
12 27 1
12 29 6
12 30 26203
12 32 12025
12 33 1356
12 34 125
12 37 8
12 38 27
12 39 12
12 40 73
12 41 2400
13 14 98069
13 15 90
13 16 41
13 17 69
13 18 12329
13 21 12
13 22 1199
13 24 638
13 25 13834
13 26 2
13 27 2
13 29 44
13 30 24636
13 32 8428
13 33 1347
13 34 141
13 37 43
13 38 543
13 39 1576
13 40 1307
13 41 1560
14 15 207
14 16 128
14 17 51
14 18 13955
14 20 2
14 21 42
14 22 1700
14 24 629
14 25 10941
14 26 11
14 27 3
14 29 41
14 30 34949
14 31 1
14 32 17004
14 33 1259
14 34 424
