1 2 50927
1 3 9052
1 4 29
1 5 51445
1 6 3476
1 7 47
1 8 3876
1 9 1
1 11 8674
1 12 1595
1 13 3474
1 14 229
1 15 28763
1 16 27636
1 17 13675
2 3 2429
2 4 25
2 5 9715
2 6 24
2 7 32
2 8 2177
2 9 7
2 11 14001
2 12 186
2 13 1439
2 14 10
2 15 9472
2 16 8820
2 17 6923
3 4 26625
3 5 22976
3 6 85204
3 7 24600
3 8 6261
3 9 6825
3 10 488
3 11 3401
3 12 29046
3 13 6803
3 14 2697
3 15 4730
3 16 10539
3 17 3342
4 5 13830
4 6 62038
4 7 43539
4 8 4451
4 9 2440
4 10 7
4 11 129
4 12 24756
4 13 8513
4 14 43479
4 15 343
4 16 3712
4 17 24546
5 6 49123
5 7 13689
5 8 11059
5 9 4733
5 10 5299
5 11 12907
5 12 46124
5 13 32594
5 14 10152
5 15 36455
5 16 69168
5 17 16136
6 7 44687
6 8 10883
6 9 5663
6 10 2106
6 11 5656
6 12 69026
6 13 25858
6 14 28191
6 15 2993
6 16 33996
6 17 7178
7 8 16272
7 9 8158
7 10 83
7 11 1622
7 12 44822
7 13 11371
7 14 16836
7 15 1285
7 16 7200
7 17 14304
8 9 2354
8 10 35
8 11 4187
8 12 33669
8 13 10985
8 14 4330
8 15 220
8 16 5446
8 17 14765
9 11 103
9 12 2350
9 13 1390
9 14 699
9 15 250
9 16 1144
9 17 2534
10 11 1895
10 12 6489
10 13 4428
10 14 1
10 15 756
10 16 3823
10 17 1249
11 12 8685
11 13 4900
11 14 25
11 15 3854
11 16 11621
11 17 5093
12 13 51065
12 14 26211
12 15 4677
12 16 36607
12 17 21117
13 14 22501
13 15 5332
13 16 46505
13 17 19947
14 15 3137
14 16 20532
14 17 26774
15 16 24013
15 17 4539
16 17 22336
