1 1 167620
1 2 12594
1 3 6908
1 4 13046
1 5 49202
1 6 1
1 7 13986
1 8 9577
1 9 13241
1 10 4783
1 11 15137
1 12 1696
1 13 18044
1 14 5248
1 15 9501
1 16 8075
1 17 41449
1 18 15737
1 19 10889
1 20 2957
1 21 10186
1 22 222
1 23 18628
1 24 19641
1 25 31549
1 26 34118
1 27 10685
1 28 17516
1 29 17607
1 30 28735
1 31 35883
1 32 34762
1 33 287
1 34 7517
1 35 19512
1 36 60914
1 37 8952
1 38 2263
1 39 3862
1 40 40624
1 41 1477
1 42 3468
1 43 2044
1 44 9363
1 45 59
1 46 34906
1 47 1764
1 48 4163
1 49 1597
1 50 4889
1 51 592
1 52 13753
1 53 14103
1 54 1388
1 55 146
1 56 676
1 57 1311
1 58 48
1 59 10972
1 60 4812
1 61 35440
1 62 8608
1 63 5484
1 64 10231
1 65 12045
1 66 5729
1 67 10254
1 68 157
1 69 5
1 70 1692
2 2 34552
2 3 4
2 4 5
2 5 968
2 6 1350
2 7 1844
2 8 4048
2 9 21057
2 10 9435
2 11 803
2 12 5191
2 13 173
2 14 2132
2 16 16127
2 17 4447
2 19 25
2 20 1
2 21 97
2 22 3113
2 23 468
2 25 419
2 26 4397
2 28 90
2 29 42
2 30 5843
2 31 24856
2 32 11876
2 34 13
2 35 7686
2 36 1245
2 37 13
2 39 1
2 40 119
2 41 209
2 43 7
2 44 4
2 46 1242
2 47 11
2 49 84
2 52 84
2 57 119
2 61 592
2 64 3
2 65 4
2 66 2
2 67 1
3 3 23823
3 4 6928
3 5 22084
3 7 387
3 8 87
3 9 2
3 11 122
3 12 3
3 13 394
3 14 243
3 15 97
3 17 968
3 18 932
3 19 1829
3 20 8
3 21 676
3 23 6
3 24 2598
3 25 241
3 26 2088
3 27 1800
3 28 8848
3 29 21322
3 30 61
3 31 20
3 32 26
3 34 56
3 35 5
3 36 16418
3 37 88
3 38 9884
3 39 5123
3 40 17338
3 43 39
3 44 10
3 46 2452
3 48 32
3 49 5
3 52 199
3 53 280
3 54 2349
3 56 283
3 59 1422
3 60 106
3 61 1929
3 62 165
3 63 3886
3 64 15513
3 65 29
3 66 77
3 67 101
4 4 54147
4 5 15275
4 7 1706
4 8 412
4 10 6
4 11 1828
4 12 24
4 13 54
4 14 1070
4 17 4287
4 18 4597
4 19 12988
4 20 2
4 21 1325
4 23 943
4 24 9423
4 25 18897
4 26 7545
4 28 10871
4 29 27613
4 30 887
4 31 55
4 32 1078
4 34 375
4 35 59
4 36 12077
4 37 88
4 38 3409
4 39 3455
4 40 12689
4 42 48
4 43 154
4 44 10
4 46 1290
4 48 32
4 49 13
4 52 563
4 53 5798
4 54 600
4 58 17
4 59 7712
4 60 2634
4 61 1176
4 63 7
4 64 9386
4 65 86
4 66 77
4 67 176
5 5 80503
5 7 900
5 8 244
5 9 1940
5 10 169
5 11 9756
5 12 72
5 13 1046
5 14 259
5 15 1109
5 16 120
5 17 1760
5 18 20782
5 19 2049
5 20 8
5 21 1055
5 23 3241
5 24 32985
5 25 12336
5 26 18628
5 27 5420
5 28 11785
5 29 30963
5 30 14402
5 31 7665
5 32 10655
5 34 447
5 35 5503
5 36 60823
5 37 6358
5 38 10632
5 39 5758
5 40 58207
5 42 646
5 43 1025
5 44 7680
5 45 50
5 46 24797
5 47 140
5 48 168
5 49 295
5 50 222
5 51 491
5 52 6019
5 53 18903
5 54 2364
5 55 4
5 56 351
5 58 5
5 59 19329
5 60 3548
5 61 25470
5 62 3602
5 63 6700
5 64 23899
5 65 10793
5 66 5346
5 67 9933
5 68 25
5 70 1608
6 6 4807
6 7 1
6 8 81
6 9 1599
6 10 81
6 11 234
6 12 1451
6 14 232
6 16 32
6 17 1
6 22 1340
6 26 2690
6 30 2078
6 31 227
6 37 1
6 41 772
6 43 139
6 44 91
6 45 25
6 47 169
6 49 41
6 51 3
6 57 433
6 58 5
6 61 109
6 65 60
6 66 1
6 67 5
7 7 24071
7 8 5830
7 9 1808
7 10 1089
7 11 1406
7 12 53
7 13 473
7 14 655
7 15 23
7 16 488
7 17 15545
7 18 44
7 19 1476
7 21 833
7 22 18
7 23 2904
7 24 161
7 25 4034
7 26 5411
7 27 15
7 28 1343
7 29 1526
7 30 5186
7 31 3681
7 32 5234
7 34 2002
7 35 1070
7 36 3308
7 37 124
7 38 27
7 39 172
7 40 409
7 41 56
7 42 3568
7 43 465
7 44 74
7 46 582
7 47 83
7 48 1
7 49 309
7 52 4593
7 53 1643
7 54 1
7 57 72
7 58 696
7 59 105
7 60 2165
7 61 2899
7 62 14
7 63 1
7 64 276
7 65 1448
7 66 24
7 67 1852
7 70 2
8 8 44305
8 9 3992
8 10 12129
8 11 3008
8 12 8587
8 13 55
8 14 13723
8 16 4806
8 17 15026
8 19 239
8 21 99
8 22 2505
8 23 2942
8 24 7
8 25 3222
8 26 1534
8 28 99
8 29 278
8 30 4084
8 31 7175
8 32 3779
8 34 497
8 35 1728
8 36 1115
8 37 313
8 38 4
8 39 24
8 40 132
8 41 276
8 42 67
8 43 519
8 44 124
8 45 1
8 46 1062
8 47 237
8 48 38
8 49 399
8 51 9
8 52 933
8 53 24
8 54 10
8 55 5
8 56 26
8 57 382
8 59 21
8 60 31
8 61 838
8 63 11
8 64 46
8 65 225
8 66 52
8 67 6
8 70 24
9 9 41916
9 10 7629
9 11 1349
9 12 6949
9 13 190
9 14 972
9 16 10008
9 17 6064
9 18 12
9 19 14
9 20 34
9 21 145
9 22 2180
9 23 545
9 24 12
9 25 319
9 26 6440
9 28 174
9 29 51
9 30 16644
9 31 18157
9 32 14331
9 34 13
9 35 8379
9 36 1324
