1 2 3
1 28 2
1 30 2
2 28 1
2 30 2
3 12 20
3 11 8
3 44 12
3 13 1
3 46 7
3 15 10
5 51 4
7 49 18
8 48 736
8 43 96
8 53 9
9 44 1
9 10 6
9 11 38
9 12 17
9 13 4
9 14 2
9 15 1
10 11 3
10 12 4
10 13 3
11 12 16
11 14 7
11 44 1
11 15 6
12 44 8
12 13 11
12 14 9
12 15 27
13 14 1
13 15 1
14 15 15
15 44 3
15 50 1
16 50 1037
17 32 2
17 41 463
17 21 51
18 32 1
18 24 3
18 19 11
18 23 1
21 22 15
22 32 1
22 34 4
22 35 6
22 23 4
22 25 4
22 26 18
23 24 3
23 34 7
25 26 26
25 28 1
26 34 2
26 28 2
27 28 2
28 30 3
32 41 3
34 35 3
36 48 39
36 43 703
36 39 1506
37 40 2
37 49 4
37 51 4
37 38 11
38 40 5
38 51 41
40 51 4
43 48 4164
43 53 7
44 46 16
45 50 2
49 52 5
