1 2 489
1 5 1157
1 7 33
1 41 7
1 11 2437
1 12 57
1 37 370
1 9 7
1 27 425
1 29 4970
1 31 175
2 7 775
2 9 3358
2 10 4
2 11 376
2 13 500
3 24 42
3 17 1
3 18 1
3 4 1
3 23 3
4 35 585
4 5 2083
4 16 1
4 18 1
4 20 6
4 22 2
4 24 2
4 26 4
4 28 3
5 35 4198
5 38 11
5 11 3188
5 15 45
5 16 2
5 36 2
5 27 2062
5 29 1727
7 9 99
9 10 7
9 11 539
9 13 2183
10 14 4
11 13 3969
11 27 1
15 41 323
15 27 450
17 33 2
17 23 2
18 34 29
18 43 1
18 20 2
18 24 8
20 43 1
20 22 2
20 26 3
20 28 1
21 41 71
21 39 20
21 33 892
21 31 4284
23 33 10
24 34 8
25 41 1586
25 33 1
27 41 3742
27 29 1813
28 42 1
29 31 1859
29 41 121
31 33 602
31 41 61
31 39 891
33 39 3856
33 41 3084
33 44 610
34 40 1
34 43 1
34 45 7
37 39 795
39 44 67
40 45 7
