1 2 3
1 36 1772
1 7 5
1 9 1
1 10 4
1 13 1
1 15 3
1 30 1466
2 7 1
3 22 46
3 23 3
4 25 2
4 27 8
4 5 17
4 35 1
5 34 2063
5 35 34
5 36 305
5 37 2
5 40 3620
5 26 367
5 27 21
5 28 820
5 29 19
5 30 83
9 10 1
11 13 13
14 32 5
15 37 2
16 32 7
16 22 5
17 33 2
19 33 1
20 32 67
20 36 50
20 38 273
21 33 4
21 37 3
21 39 3
21 41 1
21 29 2
21 31 5
22 32 12
23 33 6
25 41 35
26 40 478
26 28 1194
27 41 10
27 35 2
27 29 5
28 40 611
28 30 131
29 41 19
30 32 13
31 33 24
31 43 6
32 36 407
32 38 9
33 39 1
33 43 14
34 40 1077
36 38 1878
36 42 218
38 42 565
39 43 2
