1 4 7
1 38 5
1 31 14
2 11 6
2 5 5
2 38 201
2 7 3
2 8 10
2 41 13
2 42 314
2 39 44
2 15 3
2 40 1
2 43 16
2 6 5
2 10 1
2 31 77
3 26 5
4 7 51
4 6 50
4 38 1
4 39 3
5 8 1
5 38 34
5 6 14
5 31 5
6 38 33
6 7 47
6 8 1
6 39 35
7 38 1
7 39 30
7 40 2
7 42 6
7 15 67
8 32 14
8 38 7
8 25 3
8 31 24
9 41 14
9 35 2
10 43 132
10 39 1
10 41 5
10 42 2451
10 11 5345
11 35 1
11 39 1
11 41 8
11 42 4683
11 43 53
11 12 38
11 13 20
12 40 955
12 43 1814
12 14 15
12 18 3639
12 19 5937
12 20 44
12 21 1658
13 35 6
15 39 41
15 40 19
15 42 5
15 43 1
15 16 701
15 17 2468
15 18 2325
15 19 4
15 20 12
15 29 43
16 17 93
16 18 4523
16 19 4711
16 20 11641
16 29 2328
16 30 2
17 39 1
17 40 56
17 18 2184
17 19 14
17 20 3
17 30 2
18 40 1993
18 43 1813
18 19 5712
18 20 23
18 30 3
19 40 387
19 43 178
19 20 8262
19 21 1978
19 29 14
19 30 2
20 21 384
20 29 9307
20 30 1161
21 37 180
21 44 10
21 22 1048
21 29 125
22 34 4677
22 37 9956
22 44 8166
22 45 4210
22 29 6584
22 30 13438
23 25 1
23 26 13
25 32 4
25 26 1
25 27 1
25 31 19
26 31 2
26 27 75
28 34 1483
28 37 6
28 29 1635
29 34 2412
29 37 3419
29 44 3992
29 30 16285
30 44 3306
30 45 1445
31 32 5
31 38 24
33 34 98
33 35 77
33 36 173
33 42 1
33 39 2
34 35 408
34 36 8070
34 37 5917
34 44 1
34 45 4183
35 43 2
35 36 1853
35 39 4
35 42 7
35 41 7
36 37 615
36 43 1
37 44 25
37 45 102
38 39 62
39 40 1625
39 41 12
39 43 1261
39 42 1283
40 43 7010
40 42 483
41 42 11
42 43 1617
44 45 3857
