1 3 5
1 4 5
1 6 3
1 138 2
1 13 5
1 142 1
1 19 4
1 117 4
1 152 1
2 137 7
2 138 1
2 139 2
2 21 13
2 151 10
3 138 17
3 4 8
3 5 3
3 15 12
4 5 5
4 135 2
4 138 13
4 29 4
4 15 11
4 117 3
4 125 2
5 6 1
5 135 2
5 15 6
5 125 1
6 7 5
6 13 6
6 16 1
6 19 1
6 20 3
6 149 2
6 154 2
8 96 1
8 67 11
8 9 56
8 10 1
8 11 4
8 12 2
8 77 2
8 78 13
8 76 17
8 49 1
8 50 2
8 51 11
8 174 1
8 59 2
8 95 3
9 67 3
9 12 1
9 76 1
9 78 5
9 49 10
9 50 12
9 51 19
9 174 1
9 59 4
10 11 1
10 12 1
10 52 2
10 92 19
10 93 2
11 66 2
11 71 16
11 76 9
11 12 10
11 77 7
11 78 7
11 92 7
11 93 2
12 65 7
12 71 7
12 78 2
12 42 4
12 92 8
12 93 11
13 19 1
15 135 3
15 138 40
15 44 3
15 142 1
15 29 25
15 17 1
15 125 3
16 139 1
16 142 5
16 17 1
16 19 1
16 21 6
17 48 1
17 138 2
17 44 5
17 141 3
17 21 1
19 142 3
21 137 6
21 139 12
21 142 9
21 151 4
22 96 1
22 97 2
22 102 3
22 167 2
22 168 1
22 161 1
22 23 1
23 100 5
23 101 22
23 102 1
23 40 12
23 43 3
23 140 5
23 144 2
23 113 12
24 66 5
24 68 19
24 69 3
24 41 15
24 42 4
24 84 9
24 61 10
26 135 40
26 136 1
26 140 4
26 141 4
26 145 2
26 146 27
26 125 3
29 135 1
29 125 3
34 37 1
36 39 4
37 50 6
38 39 3
39 41 6
39 58 2
39 55 1
40 100 6
40 101 19
40 43 6
40 45 10
40 144 4
40 113 5
40 50 8
41 66 6
41 42 9
41 58 8
41 92 9
41 61 3
42 65 1
42 71 2
42 53 5
42 92 28
42 93 14
42 94 4
43 100 2
44 48 3
44 91 2
44 46 2
45 144 13
45 113 29
45 101 1
45 145 31
45 140 39
45 46 22
45 47 5
45 112 1
45 49 1
45 50 11
46 113 36
46 140 18
46 47 7
46 48 4
46 145 10
46 50 9
46 91 7
47 113 5
47 140 5
47 145 3
48 135 1
48 140 1
48 141 1
48 146 1
48 91 5
49 112 7
49 144 1
49 113 2
49 50 39
50 112 54
50 113 17
50 140 5
50 143 1
50 144 27
50 51 5
50 101 8
51 67 1
51 78 1
51 59 1
52 92 8
53 92 4
54 72 3
54 76 22
54 77 3
54 78 1
54 79 4
54 81 1
57 58 4
57 60 2
57 173 2
57 174 4
57 61 1
58 61 4
59 67 4
59 78 5
60 67 10
60 164 1
60 173 6
60 174 4
60 61 7
61 67 7
61 68 6
61 69 3
61 173 2
65 66 4
65 71 18
65 81 1
65 82 7
65 84 3
65 92 3
65 93 7
65 94 6
66 68 4
66 69 6
66 71 2
66 82 16
66 84 12
66 92 1
66 93 5
67 68 4
67 76 7
67 78 4
67 174 2
68 69 3
68 84 8
69 71 2
69 77 1
69 82 4
69 84 23
69 85 2
71 77 4
71 78 3
71 79 5
71 81 13
71 82 22
71 84 3
71 92 2
71 93 2
72 163 3
72 104 3
72 73 7
72 107 2
72 76 5
72 77 9
72 79 11
72 81 4
72 105 2
73 107 4
73 74 1
73 163 13
74 107 1
74 163 1
75 164 1
76 109 5
76 78 11
76 77 16
76 174 2
76 105 4
76 104 10
76 79 3
77 163 3
77 81 5
77 78 1
77 79 30
78 174 1
79 163 1
79 80 8
79 81 25
79 82 3
80 165 7
80 81 10
80 82 16
80 83 9
80 84 1
81 82 21
81 83 1
81 84 14
82 164 1
82 83 6
82 84 55
82 85 15
82 165 1
83 164 5
83 165 9
83 84 3
83 86 2
84 85 17
84 164 3
84 165 1
86 164 1
90 108 2
90 102 1
91 135 4
91 145 1
91 140 7
91 141 1
91 113 4
91 146 5
92 93 29
92 94 4
93 94 6
95 96 6
95 109 4
95 120 3
95 111 4
96 97 15
96 98 1
96 101 3
96 167 3
96 111 13
96 168 2
96 120 5
96 143 3
97 98 1
97 100 1
97 101 8
97 102 2
97 167 5
97 168 2
97 162 3
97 111 3
98 162 1
98 102 2
98 111 4
100 101 9
100 168 1
100 120 1
101 162 1
101 102 2
101 140 4
101 143 6
101 144 19
101 113 15
102 107 2
102 161 2
102 105 3
102 103 5
102 108 5
102 162 2
102 111 1
102 167 3
103 120 2
103 109 8
103 167 2
104 105 1
104 163 2
104 110 1
105 108 2
105 107 2
105 110 8
107 163 4
107 108 6
109 167 2
109 111 1
109 120 3
110 111 8
111 162 1
112 113 2
112 140 3
112 144 6
113 144 12
113 145 6
113 140 47
119 172 1
119 124 1
121 135 4
124 172 1
125 135 18
135 140 1
135 145 1
135 146 8
136 137 1
136 146 14
136 151 2
137 139 3
137 142 2
137 146 5
137 147 3
138 141 2
138 142 2
139 142 4
139 147 1
139 152 1
139 153 2
140 146 12
140 145 27
140 144 16
140 141 5
141 145 1
141 142 1
141 146 6
141 147 1
143 144 2
144 145 11
145 146 10
145 147 4
146 147 38
149 154 1
167 168 3
173 174 4
