1 32 237
1 80 1067
1 3 42
1 68 14
1 70 176
1 7 8508
1 72 485
1 28 871
1 10 11473
1 12 2123
1 78 106
1 16 3272
1 56 48470
1 60 5124
1 62 10891
2 48 2
2 66 14
2 67 56
2 103 1
2 8 10
2 42 12
2 43 3
2 44 41
2 13 2
2 46 13
2 45 10
2 11 59
2 17 62
2 29 29
2 57 242
2 59 1
2 61 4
2 63 7
3 16 1
3 7 182
3 10 19
3 12 30
3 80 2
3 18 3
3 22 46
3 56 4
3 28 4
3 30 8
4 8 26
5 72 4
5 28 1253
5 20 15
5 14 335
5 70 1
7 70 168
7 72 402
7 10 5745
7 12 5105
7 16 11
7 22 6
7 56 922
7 28 79
7 62 736
8 71 2
8 73 6
8 11 15
8 13 43
8 29 1
9 82 3
9 12 8
9 14 10
10 72 214
10 80 6707
10 12 12126
10 78 4651
10 16 10982
10 82 625
10 56 4543
10 28 7162
11 96 1
11 67 15
11 103 17
11 73 14
11 75 1
11 13 88
11 46 16
11 47 15
11 17 48
11 35 2
11 29 117
12 80 7416
12 78 831
12 16 9291
12 72 21
12 82 344
12 84 3
12 14 82
12 56 41
12 28 7815
13 73 38
13 17 3
13 29 112
14 36 354
14 38 597
14 40 1864
14 80 2639
14 72 111
14 82 7635
14 84 389
14 54 2301
14 87 934
14 20 771
14 28 6696
15 73 4
15 29 11
16 72 65
16 78 12732
16 80 38605
16 82 635
16 84 3978
16 56 5470
16 28 27777
16 62 2955
17 96 9
17 35 1
17 103 58
17 42 1
17 46 49
17 79 11
17 81 58
17 67 58
17 85 1
17 55 3
17 88 3
17 57 118
17 47 41
17 29 97
17 63 62
18 22 9
20 36 4950
20 38 121
20 72 779
20 74 17
20 40 3474
20 82 171
20 54 303
20 87 1822
20 28 504
21 29 1
22 32 1
22 70 1
22 72 3
22 23 55
22 28 12
22 30 59
22 31 20
23 72 2
23 30 9
23 31 17
28 36 4
28 70 7
28 72 11591
28 80 55552
28 82 2977
28 78 13641
28 87 760
28 56 1338
28 84 21179
28 54 205
28 30 26
29 35 21
29 37 40
29 39 19
29 41 2
29 42 6
29 46 74
29 47 49
29 55 8
29 57 14
29 67 57
29 73 109
29 75 11
29 79 14
29 81 26
29 85 1
29 88 4
29 96 14
29 103 69
30 70 1
30 72 5
30 31 15
31 72 2
31 70 2
32 64 1
32 34 1853
32 68 1
32 66 1573
32 48 13
32 50 54
32 56 3084
32 58 741
33 66 1
33 67 1
34 66 4990
34 42 762
34 44 1422
34 46 6
34 50 124
34 56 256
34 58 747
35 66 1
35 67 31
35 37 14
35 103 23
35 42 4
35 44 1
35 46 11
35 47 2
36 84 508
36 97 297
36 66 4566
36 38 22989
36 72 1412
36 74 6
36 76 19612
36 82 491
36 89 2858
36 80 70
36 40 10312
36 50 5701
36 46 8507
36 54 32129
36 87 24960
36 52 6554
36 42 14
36 95 371
37 96 13
37 98 12
37 67 9
37 39 65
37 73 7
37 41 13
37 83 8
37 77 1
37 46 5
37 47 35
37 81 28
37 85 3
