1 2 3
1 7 5
2 5 10
2 7 25
3 8 7
3 4 4
3 7 1
4 8 9
4 48 10
5 6 12
5 7 85
6 7 46
6 9 1
6 10 1011
6 15 412
6 16 5
6 31 10
7 8 10
7 9 4
8 48 15
10 33 22
10 15 6144
10 16 249
10 29 135
10 31 778
15 32 221
15 33 786
15 16 5362
15 17 11
15 18 1053
15 24 10
15 27 3
15 28 28
15 29 14
15 30 55
15 31 2086
16 32 270
16 33 86
16 39 248
16 17 1532
16 18 35329
16 22 10671
16 24 648
16 27 9
16 28 2263
16 29 14137
16 30 5753
16 31 12931
17 18 3900
17 60 1
17 22 796
18 22 6642
18 24 4224
18 28 8155
18 29 6696
18 30 2411
18 31 1017
20 58 9
20 61 9
20 60 25
20 21 7
20 23 3
21 60 15
21 58 17
21 61 19
21 23 1
22 64 2
22 60 3
22 23 685
22 24 3766
22 58 8
22 28 2015
22 61 8
22 62 7
23 64 6
23 24 2141
23 58 30
23 60 32
23 61 31
23 62 23
24 28 4345
24 29 36
27 31 4
27 29 1
28 29 6251
28 30 2559
28 31 2
29 32 32
29 30 5215
29 31 8127
30 31 1327
31 32 420
31 39 252
33 39 127
38 65 2
38 67 10
38 68 15
38 80 3
38 72 30
38 41 17
38 42 6
38 44 12
38 45 10
38 46 6
38 47 14
38 48 2
38 52 6
38 74 18
41 67 14
41 68 5
41 72 2
41 74 17
41 43 1
41 45 67
41 46 11
41 47 103
41 80 1
41 42 49
42 67 7
42 68 3
42 45 63
42 46 1
42 47 16
44 48 14
44 52 6
44 47 28
45 67 13
45 68 10
45 46 19
45 47 95
45 74 32
46 67 12
46 68 6
46 72 37
46 47 54
46 80 3
46 49 17
46 50 57
46 74 63
47 48 22
47 67 2
47 49 13
47 80 1
47 76 2
47 50 2
47 52 4
47 74 48
48 52 1
48 55 1
49 72 2
49 74 12
49 77 2
49 50 16
50 65 1
50 69 2
50 70 1
50 81 3
50 72 37
50 74 61
50 77 9
50 55 2
50 56 57
50 57 6
50 79 4
51 58 4
51 60 1
54 55 1
55 64 4
55 66 4
55 74 1
55 77 1
55 79 2
55 81 3
55 58 4
55 60 15
55 61 1
56 64 2
56 65 4
56 71 1
56 72 21
56 73 4
56 74 27
56 77 4
56 79 2
56 57 106
56 58 22
56 60 4
57 69 10
57 70 18
57 71 107
57 72 104
57 73 10
57 74 10
57 79 4
57 58 21
57 59 30
57 60 2
57 63 12
58 64 24
58 69 1
58 59 134
58 60 138
58 61 67
58 62 55
58 63 16
59 64 9
59 65 1
59 69 29
59 70 20
59 71 24
59 72 1
59 60 10
59 62 26
59 63 105
60 64 41
60 61 56
60 62 37
60 63 1
61 64 16
61 62 23
61 63 1
62 64 30
62 63 26
63 64 28
63 65 40
63 69 54
63 70 6
63 71 11
63 79 12
64 65 29
64 66 5
64 75 1
64 69 3
64 79 5
65 66 5
65 69 14
65 72 20
65 79 9
65 70 2
66 73 1
66 75 2
66 79 14
66 81 2
67 68 15
67 72 3
67 80 1
68 69 1
68 72 6
68 80 1
68 70 7
69 70 97
69 71 5
69 72 51
69 74 2
70 71 22
70 72 73
70 74 4
71 72 86
71 73 6
71 74 9
72 74 37
72 79 2
72 73 16
73 74 9
73 79 3
74 77 31
74 80 4
74 79 7
74 81 2
75 81 11
75 76 2
75 79 4
76 81 3
77 81 4
77 78 4
78 81 1
79 81 3
