1 2 3
1 3 3
1 5 1
2 34 1
2 3 110
2 4 1
2 5 46
2 7 8
2 41 84
2 33 176
3 36 8
3 5 47
3 6 8
3 33 44
3 41 23
3 7 2
3 4 59
4 36 16
4 5 2
4 6 68
4 41 11
4 37 1
5 33 20
5 7 22
5 41 1
6 36 8
6 37 56
6 39 5
6 8 76
6 9 39
6 41 26
6 26 5
7 32 38
7 33 46
7 41 4
7 13 13
7 14 79
7 34 2
7 18 10
8 37 28
8 39 76
8 9 135
8 41 8
8 26 40
8 38 23
9 37 47
9 39 142
9 41 17
9 10 6
9 26 32
9 38 20
10 26 2
12 13 1
13 18 16
13 14 31
14 32 23
14 33 5
14 18 7
17 32 1
17 34 1
19 26 5
26 39 14
26 41 2
32 33 36
32 34 4
32 41 3
33 41 85
33 34 6
34 41 2
36 41 11
37 38 26
37 39 46
37 41 85
38 39 56
38 41 25
39 41 24
