1 2 31734
1 3 527
1 4 3208
1 5 36369
1 6 2151
1 7 9
1 11 2614
1 12 3880
1 13 494
1 14 854
1 15 14843
1 16 11084
1 17 1
2 3 1628
2 4 363
2 5 15783
2 6 5547
2 7 752
2 11 24099
2 12 3895
2 15 26549
2 16 22349
3 4 7482
3 5 536
3 6 10572
3 7 14950
3 8 2481
3 9 465
3 11 10450
3 12 1094
3 13 111
3 14 9
3 15 1430
3 16 4519
3 17 19
4 5 5051
4 6 6072
4 7 24801
4 8 3379
4 9 4755
4 12 4623
4 13 1621
4 14 18905
4 15 5064
4 16 3219
4 17 14502
5 6 11689
5 7 1088
5 9 2137
5 11 6938
5 12 5473
5 13 1329
5 14 4027
5 15 24379
5 16 9688
5 17 130
6 7 6612
6 8 1807
6 9 5
6 11 7567
6 12 6414
6 13 1842
6 14 1099
6 15 2011
6 16 2687
6 17 54
7 8 19443
7 9 8741
7 10 457
7 11 9892
7 12 35751
7 13 2953
7 14 7477
7 15 1112
7 16 5830
7 17 7992
8 9 124
8 10 260
8 11 2857
8 12 19971
8 13 6325
8 14 334
8 16 1737
8 17 6964
9 10 1
9 12 5828
9 13 4735
9 14 6571
9 15 1878
9 16 2570
9 17 10923
10 12 18
10 13 397
10 16 719
10 17 568
11 12 80
11 15 2367
11 16 24626
11 17 452
12 13 11869
12 14 360
12 15 265
12 16 1180
12 17 2948
13 14 5290
13 15 158
13 16 6352
13 17 6979
14 16 6047
14 17 20239
15 16 22710
16 17 8227
