1 3 5
1 2 27
1 67 1
1 4 7
1 7 8
1 12 7
1 66 5
1 146 6
1 147 6
1 149 3
1 118 3
1 31 11
2 149 3
2 66 5
2 67 5
2 4 2
2 37 2
2 7 8
2 144 2
2 146 8
2 147 28
2 148 2
2 97 1
2 118 12
2 121 2
2 89 1
2 30 7
2 31 17
3 66 4
3 67 4
3 4 47
3 5 20
3 7 3
3 10 8
3 12 24
3 14 18
3 18 10
4 67 28
4 68 1
4 179 11
4 7 18
4 8 6
4 10 54
4 12 62
4 66 9
4 14 94
4 18 46
4 5 84
5 226 693
5 179 7
5 199 5663
5 200 3732
5 9 1941
5 10 175
5 11 8125
5 12 10
5 14 65
5 207 7381
5 16 833
5 18 26
5 19 67
5 204 2468
5 206 5263
5 233 17
5 284 121
7 37 1
7 97 9
7 12 5
7 66 10
7 67 15
7 121 3
7 30 2
8 68 15
8 67 2
8 15 12
9 199 2713
9 200 2165
9 11 3547
9 206 2471
9 207 3497
9 16 859
10 226 46
10 200 914
10 201 973
10 11 1485
10 12 5
10 14 2064
10 207 657
10 179 25
10 18 10
10 19 1004
10 20 57
10 373 1568
10 204 4074
10 219 474
10 222 471
11 226 735
11 207 24510
11 199 15761
11 200 11999
11 204 10273
11 194 10
11 14 41
11 13 346
11 16 9436
11 206 19875
11 210 1118
11 19 7033
11 20 1
11 373 849
11 201 578
11 233 17
11 284 123
12 34 6
12 66 5
12 14 25
12 18 16
12 67 9
12 89 3
12 36 5
13 199 443
13 200 22
13 202 10
13 206 1633
13 207 1668
13 16 1882
13 210 14
14 15 1
14 18 415
14 19 1299
14 20 1008
14 24 3
14 36 21
14 179 1029
14 180 12
14 181 1
14 67 4
14 204 231
14 89 15
14 92 1
14 373 1940
14 374 1
14 376 5
15 68 11
15 69 14
15 20 6
15 152 3
15 180 1
15 154 2
16 259 3
16 17 2
16 19 7302
16 22 4233
16 23 9736
16 294 1
16 199 8630
16 200 1171
16 202 11515
16 204 1611
16 206 40083
16 207 26056
16 209 277
16 210 7748
16 211 6828
16 214 164
16 344 3
16 345 119
16 346 3
16 227 1
16 228 1
17 19 37
17 227 1
17 228 1
17 294 1
17 23 290
17 210 112
17 211 259
17 21 42
17 214 154
17 375 82
17 25 62
18 34 4
18 67 2
18 20 164
18 181 7
18 182 3
18 89 9
18 36 13
18 179 174
19 20 1498
19 21 23
19 23 14753
19 24 4865
19 25 5
19 294 1
19 180 983
19 181 225
19 183 359
19 199 2175
19 200 1189
19 204 2476
19 206 13614
19 207 5557
19 210 11547
19 211 7561
19 214 39
19 227 1
19 228 1
19 373 2307
19 375 1952
19 376 128
19 377 551
20 179 246
20 374 20
20 24 343
20 376 106
20 180 221
20 373 234
20 182 5
20 152 1
20 90 1
20 181 78
21 23 15
21 24 1
21 25 1
22 320 1672
22 267 2732
22 28 178
22 202 1444
22 23 18446
22 338 4845
22 206 2944
22 209 1617
22 210 1089
22 211 14567
22 270 402
22 214 9688
22 375 1037
22 25 414
22 27 448
22 316 1380
22 319 2370
23 267 5225
23 268 36
23 270 638
23 272 4
23 24 3377
23 25 1772
23 27 2246
23 28 3077
23 183 1125
23 316 3290
23 319 4410
23 320 3621
23 202 356
23 206 7807
23 209 389
23 210 14244
23 211 36166
23 214 20275
23 338 13825
23 339 21
23 373 102
23 375 7269
23 377 1723
24 264 86
24 265 278
24 267 167
24 269 1001
24 25 139
24 26 22
24 27 9
24 28 544
24 180 1022
24 181 387
24 183 3735
24 184 4338
24 70 1
24 210 510
24 211 162
24 270 34
24 338 1314
24 239 271
24 339 900
24 373 875
24 375 1419
24 376 2337
24 377 6441
24 380 3261
25 214 340
25 211 1407
25 28 617
25 339 64
25 183 171
25 338 714
25 210 159
25 26 22
25 27 711
25 70 5
25 122 1
26 70 7
26 183 21
26 28 5
26 29 4
26 153 1
27 214 175
27 339 104
27 338 1354
27 211 789
27 183 141
