1 2 3
1 5 1
2 16 11
2 11 25
2 5 6
2 15 19
3 4 55
3 5 1
3 6 37
3 7 9
3 12 9
3 17 1
4 6 6
4 7 148
4 8 9
4 9 9
4 12 13
4 14 44
4 16 1
4 17 4
5 6 9
5 7 1
5 8 5
5 11 3
5 12 36
5 13 1
5 14 6
5 15 14
5 16 20
5 17 23
6 7 5
6 8 2
6 11 4
6 12 85
6 13 11
6 17 16
7 8 60
7 9 47
7 11 1
7 12 23
7 13 4
7 14 30
7 16 9
7 17 17
8 11 1
8 12 45
8 13 35
8 16 76
8 17 42
9 14 8
11 15 6
11 16 20
12 13 82
12 16 22
12 17 32
13 16 42
13 17 30
14 16 27
14 17 33
15 16 11
16 17 58
