1,1,134156
1,2,5841
1,3,2437
1,4,10113
1,5,36707
1,6,635
1,7,6994
1,8,8122
1,9,4290
1,10,5231
1,11,23827
1,12,155
1,13,16356
1,14,2468
1,15,4479
1,16,4858
1,17,28936
1,18,13762
1,19,9146
1,20,1998
1,21,6826
1,22,453
1,23,21359
1,24,12124
1,25,30482
1,26,44006
1,27,7863
1,28,6663
1,29,2143
1,30,32115
1,31,22193
1,32,22519
1,34,3056
1,35,12654
1,36,51038
1,37,3361
1,38,2171
1,39,11
1,40,35916
1,42,1796
1,43,2878
1,44,1194
1,45,460
1,46,19330
1,47,2051
1,48,776
1,49,3776
1,50,5102
1,51,328
1,52,10646
1,53,16875
1,54,41
1,55,72
1,56,52
1,57,1060
1,58,1569
1,59,15372
1,60,904
1,61,17514
1,62,9657
1,63,266
1,64,6837
1,65,6361
1,66,844
1,67,2474
1,69,223
2,2,25584
2,5,4413
2,6,1453
2,7,5
2,8,4174
2,9,9563
2,10,13789
2,11,5360
2,12,1673
2,13,278
2,14,1375
2,16,15565
2,17,837
2,18,791
2,22,1947
2,23,2241
2,24,1151
2,25,883
2,26,10446
2,30,10607
2,31,16613
2,32,14418
2,35,4188
2,36,4414
2,37,77
2,40,4100
2,43,2
2,44,11
2,46,1456
2,47,11
2,49,10
2,52,120
2,53,1923
2,57,15
2,58,964
2,59,1982
2,60,21
2,61,1448
2,65,907
2,67,201
3,64,5824
3,33,4
3,3,17788
3,4,7979
3,5,11791
3,38,5107
3,40,7798
3,13,208
3,46,7
3,15,56
3,59,9
3,19,534
3,21,1193
3,24,3446
3,36,7172
3,27,1344
3,28,9060
3,29,14265
3,62,2189
3,53,5
4,4,46872
4,5,17103
4,7,23
4,11,1281
4,17,1021
4,18,961
4,19,4702
4,21,82
4,23,2250
4,24,13552
4,25,17817
4,26,3743
4,28,6489
4,29,18236
4,30,102
4,31,69
4,32,114
4,35,209
4,36,10933
4,38,6767
4,40,12049
4,42,4
4,43,6
4,49,6
4,52,165
4,53,710
4,58,18
4,59,5797
4,60,101
4,61,3
4,62,371
4,64,10041
4,65,13
5,5,63064
5,6,31
5,7,124
5,8,2130
5,9,1422
5,10,1350
5,11,15582
5,12,13
5,13,3091
5,14,244
5,15,461
5,16,2415
5,17,2450
5,18,10602
5,19,1037
5,20,658
5,21,3006
5,22,45
5,23,2810
5,24,26132
5,25,10947
5,26,18954
5,27,2399
5,28,6824
5,29,17942
5,30,15555
5,31,8097
5,32,8372
5,34,214
5,35,5947
5,36,48872
5,37,1443
5,38,9918
5,39,49
5,40,47568
5,42,2
5,43,511
5,44,210
5,45,110
5,46,12133
5,47,628
5,48,2
5,49,1177
5,50,487
5,51,11
5,52,1572
5,53,19590
5,57,215
5,58,1562
5,59,24153
5,60,1210
5,61,12082
5,62,4543
5,63,49
5,64,15736
5,65,4809
5,66,7
5,67,2151
5,69,1
6,6,6638
6,8,2180
6,9,2053
6,10,3082
6,11,786
6,12,2857
6,14,466
6,16,463
6,22,4404
6,26,3652
6,30,2809
6,31,168
6,32,79
6,36,14
6,37,5
6,41,325
6,43,3
6,44,2
6,46,18
6,47,45
6,49,168
6,52,14
6,57,201
6,61,15
6,65,15
7,7,16752
7,8,6227
7,10,1592
7,11,74
7,13,1145
7,14,1245
7,15,127
7,17,10303
7,18,400
7,19,10
7,23,2472
7,25,1998
7,26,1611
7,27,32
7,29,5
7,30,1690
7,31,1524
7,32,1352
7,34,1967
7,35,327
7,36,1083
7,38,2
7,39,255
7,40,378
7,42,1645
7,43,557
7,45,1
7,46,324
7,48,473
7,49,140
7,50,173
7,52,1507
7,53,57
7,54,56
7,55,161
7,56,175
7,58,60
7,59,47
7,60,127
7,61,1003
7,62,363
7,63,245
7,64,281
7,65,21
7,66,1
7,67,46
7,69,3
8,8,48500
8,9,1790
8,10,20164
8,11,2844
8,12,8874
8,13,1761
8,14,14991
8,15,2
8,16,5288
8,17,11740
8,18,404
8,20,277
8,21,7
8,22,8750
8,23,450
8,24,1174
8,25,311
8,26,5080
8,30,4850
8,31,7702
8,32,2946
8,34,722
8,35,1354
8,36,2703
8,37,1
8,38,9
8,39,388
8,40,2230
8,42,65
8,43,129
8,46,998
8,48,143
8,50,10
8,52,725
8,53,1508
8,54,129
8,55,73
8,56,126
8,58,864
8,59,1608
8,60,25
8,61,1038
8,62,77
8,63,228
8,64,373
8,65,826
8,67,18
9,9,33597
9,10,7229
9,11,3062
9,12,5030
9,13,9
9,14,307
9,16,6444
9,17,30
9,22,2783
9,23,241
9,25,198
9,26,11595
9,30,16052
9,31,4576
9,32,6953
9,35,2193
9,36,3488
9,37,618
9,40,867
9,42,4
9,43,984
9,44,196
9,45,27
9,46,1322
9,47,969
9,49,912
9,51,31
9,52,1871
9,57,718
9,61,1119
9,65,239
9,66,114
9,67,185
9,69,4
10,10,40006
10,11,3026
10,12,6533
10,13,2082
10,14,6269
10,15,2
10,16,17285
10,17,1747
10,18,116
10,20,280
10,21,6
10,22,7955
10,23,1202
10,24,803
10,25,897
10,26,8351
10,30,8293
10,31,12761
10,32,8432
10,34,1137
10,35,878
10,36,1352
10,37,12
