1 2 3
1 69 1
2 4 5
2 69 38
2 70 41
2 151 1
2 123 6
2 133 13
3 4 13
3 5 4
3 6 2
3 8 4
3 10 2
3 13 5
3 16 8
3 70 5
3 69 2
4 133 1
4 70 29
4 7 6
4 8 7
4 10 8
4 13 9
4 16 18
4 69 1
4 5 16
5 6 25
5 8 1
5 9 17
5 10 46
5 11 10
5 12 6
5 13 1
5 16 37
5 20 1
5 21 3
5 22 8
6 8 5
6 10 7
6 16 21
6 20 1
6 22 6
7 70 6
8 70 21
8 71 7
8 14 7
8 16 18
8 17 9
8 20 1
8 22 16
9 10 15
9 11 35
9 12 25
9 15 10
9 18 9
9 21 2
10 11 4
10 12 19
10 16 16
10 21 6
10 22 1
11 12 45
11 15 10
11 18 13
11 19 6
11 21 10
11 219 1
12 15 18
12 16 11
12 18 23
12 19 40
12 21 41
12 22 2
12 24 3
12 26 1
12 219 3
12 191 1
13 16 2
13 70 4
14 192 2
14 17 23
14 19 13
14 21 3
14 22 52
14 23 5
14 26 6
14 190 1
14 191 38
15 19 11
15 225 12
15 18 56
15 211 2
15 21 6
15 215 15
15 24 18
15 219 49
16 20 4
16 21 7
16 22 14
16 70 11
17 160 2
17 71 9
17 72 87
17 22 19
17 23 25
17 191 7
18 225 11
18 211 2
18 19 60
18 21 72
18 215 10
18 24 27
18 25 7
18 219 50
19 192 3
19 194 1
19 195 6
19 21 126
19 22 11
19 24 27
19 25 4
19 26 8
19 27 7
19 191 15
20 22 9
21 192 5
21 194 1
21 195 20
21 22 10
21 24 53
21 25 40
21 26 7
21 27 21
21 219 2
21 191 10
22 192 1
22 23 3
22 26 9
22 190 5
22 191 41
23 192 7
23 161 12
23 195 7
23 72 24
23 73 7
23 26 12
23 27 3
23 191 39
24 225 11
24 194 38
24 195 21
24 356 2
24 229 6
24 199 7
24 27 36
24 25 84
24 215 2
24 228 4
24 26 41
24 219 4
24 29 27
24 30 14
25 225 14
25 194 15
25 195 4
25 228 5
25 357 6
25 199 1
25 29 52
25 26 14
25 27 13
25 285 4
25 30 25
25 229 3
26 27 98
26 29 39
26 30 28
26 31 4
26 161 6
26 164 18
26 165 4
26 191 61
26 192 15
26 194 99
26 195 69
26 196 1
26 199 27
26 73 20
26 127 7
27 161 10
27 194 77
27 195 70
27 199 5
27 200 9
27 144 3
27 191 37
27 28 9
27 29 14
27 30 21
27 127 2
28 161 8
29 161 4
29 194 71
29 195 7
29 357 6
29 81 8
29 199 39
29 200 4
29 31 7
29 144 35
29 145 16
29 285 6
29 30 120
29 127 1
30 194 91
30 195 3
30 31 15
30 357 4
30 199 47
30 200 10
30 73 3
30 145 14
30 285 3
30 144 64
30 81 8
30 127 6
31 161 9
31 130 4
31 164 7
31 199 4
31 145 4
31 73 5
31 75 19
31 194 2
31 144 20
31 81 28
31 83 2
31 127 25
32 96 2
32 97 1
32 34 2
32 35 2
32 100 13
32 133 5
32 33 35
32 40 3
32 104 4
32 152 10
32 153 9
32 154 7
32 155 5
32 156 83
32 157 44
32 158 1
33 96 22
33 34 4
33 35 9
33 100 3
33 37 18
33 38 6
33 39 67
33 40 33
33 41 11
33 42 24
33 45 3
33 104 22
33 154 47
33 155 17
33 156 62
33 157 141
33 158 14
34 35 5
34 36 3
34 37 1
34 38 5
34 39 1
34 41 3
34 71 4
34 96 14
34 158 11
35 100 3
35 38 1
35 39 3
35 104 1
35 96 6
35 154 7
35 155 5
35 157 2
35 158 1
36 96 1
36 37 3
36 38 4
36 41 4
36 92 1
36 159 1
37 96 7
37 38 5
37 39 9
37 41 21
37 42 11
37 45 6
37 157 4
37 158 6
37 92 26
37 93 7
37 94 2
37 159 12
38 96 13
38 71 3
38 41 5
38 92 4
38 159 9
39 96 3
39 100 1
39 104 5
39 41 1
39 42 12
39 45 1
39 40 4
39 154 17
39 157 52
39 158 7
40 104 3
40 105 4
40 42 15
40 43 8
40 156 6
40 157 7
41 96 1
41 42 4
41 93 4
41 94 1
41 92 12
41 157 4
41 158 4
42 43 9
42 44 6
42 45 8
42 157 11
42 92 8
42 93 4
42 94 11
42 95 3
43 44 35
43 45 8
43 47 2
44 45 10
44 46 3
44 47 6
44 48 6
44 94 8
45 47 4
45 48 2
45 94 5
46 74 17
46 76 1
46 47 3
46 48 25
46 51 22
46 52 4
46 93 3
46 94 31
46 95 16
47 48 9
47 50 2
47 94 12
47 95 4
48 74 2
48 50 1
48 51 14
48 94 28
48 95 5
50 94 2
51 74 19
51 52 9
51 94 18
51 95 8
52 128 59
52 129 41
52 163 4
52 132 38
52 165 8
52 74 61
52 76 10
52 79 32
52 59 5
52 60 6
52 93 5
52 94 5
52 95 30
53 128 5
53 129 9
53 163 3
53 132 7
53 74 4
53 76 9
58 129 2
58 130 42
58 131 22
58 164 62
58 165 28
58 78 3
58 79 14
58 80 52
58 82 8
58 67 3
58 84 1
58 132 4
58 60 17
59 128 1
59 60 1
59 132 1
59 129 4
60 129 4
60 131 1
60 164 2
60 165 5
60 79 13
60 80 1
60 132 4
67 80 2
67 84 1
67 164 2
69 133 3
69 70 43
69 151 36
69 122 14
69 123 30
70 71 5
70 151 14
70 123 3
70 133 22
71 96 21
71 72 5
71 158 7
71 133 15
72 160 33
72 96 6
72 162 5
72 163 1
72 159 2
73 161 13
73 130 1
73 195 1
73 164 32
73 165 6
73 162 2
73 75 2
73 194 4
73 80 1
73 127 22
74 128 50
74 129 11
74 163 2
74 132 7
74 165 1
74 76 23
74 93 8
74 94 10
74 95 47
75 194 1
75 164 1
75 199 1
75 130 12
75 78 3
75 81 11
75 82 9
75 83 1
75 84 7
75 85 1
75 127 22
76 128 8
76 129 15
76 163 35
76 132 1
76 79 6
76 93 13
76 95 28
77 131 1
77 132 1
78 130 22
78 164 18
78 80 3
78 82 5
78 85 1
78 127 7
79 128 13
79 129 69
79 130 2
79 131 9
79 132 58
79 165 27
79 162 3
79 80 9
79 163 16
79 164 10
80 130 50
80 132 1
80 165 10
80 162 2
80 82 11
80 131 10
80 164 63
80 127 1
81 144 18
81 145 10
81 82 12
81 83 3
81 84 16
81 85 1
81 127 1
82 130 14
82 164 16
82 84 9
82 85 2
83 127 1
83 84 4
84 130 4
84 85 4
84 127 3
92 96 7
92 163 5
92 95 4
92 93 26
92 94 14
92 159 14
93 128 3
93 163 39
93 95 37
93 94 11
93 159 4
94 128 1
94 95 24
95 128 18
95 163 20
96 163 7
96 160 5
96 100 1
96 154 3
96 159 36
96 157 5
96 158 27
96 133 2
97 100 2
97 150 1
97 151 4
97 152 5
97 153 1
97 122 2
98 100 12
98 133 1
98 104 2
98 150 5
98 151 24
98 152 7
98 154 28
98 155 30
98 156 19
100 133 7
100 151 27
100 152 1
100 154 15
100 155 18
100 157 1
104 150 1
104 152 1
104 154 32
104 155 21
104 156 12
104 157 19
104 158 1
105 153 1
119 149 1
122 149 32
122 150 35
122 151 23
122 123 16
123 151 11
124 149 4
127 161 7
127 194 3
127 164 25
127 165 2
127 162 1
127 130 24
128 129 33
128 132 51
128 165 2
129 162 11
129 163 23
129 132 123
129 165 37
129 131 15
129 164 5
130 161 1
130 162 1
130 131 11
130 164 83
130 165 16
131 132 18
131 165 20
131 162 2
131 164 24
132 162 3
132 164 6
132 165 32
132 163 4
133 151 12
133 154 10
133 155 9
133 158 1
134 135 3
135 167 2
135 136 7
135 137 30
135 170 20
135 172 6
136 137 34
136 139 17
136 172 38
136 175 26
137 175 2
137 172 17
137 139 1
139 140 1
139 175 5
144 194 11
144 145 17
144 200 3
144 199 9
145 194 4
145 199 5
149 150 18
149 152 12
149 153 15
150 151 18
150 152 85
150 153 21
150 155 15
150 156 30
150 154 14
151 155 51
151 152 25
151 156 25
151 154 37
152 153 57
152 154 21
152 155 23
152 156 52
153 156 11
154 155 84
154 156 55
154 157 39
154 158 5
155 156 46
155 157 15
156 157 48
157 158 8
157 159 1
158 159 6
159 160 3
159 163 19
160 162 9
160 163 6
161 164 15
161 165 2
161 162 5
162 165 17
162 163 22
162 164 10
163 165 6
164 165 32
164 194 3
172 175 4
190 191 1
191 192 31
191 194 19
191 195 48
191 196 2
192 195 9
194 195 55
194 199 56
194 200 8
195 199 7
195 200 1
199 200 1
201 368 6219
201 203 4049
201 231 1694
201 328 2488
201 202 9817
201 331 127
201 338 2819
201 370 16515
201 302 1048
201 271 5191
201 304 4711
201 232 860
201 242 12
201 371 2977
201 308 185
201 309 40
201 372 2001
201 205 389
201 330 15309
201 234 245
202 203 1
202 242 11
202 214 94
202 231 1486
202 232 11
202 330 494
202 331 1820
202 205 3073
202 302 3851
202 303 59
202 304 10780
202 328 453
202 370 1290
202 308 431
202 309 152
202 374 35
202 233 139
202 372 2165
202 207 345
202 234 901
203 370 2067
203 231 45
203 232 3520
203 295 45
203 204 3637
203 237 4606
203 238 267
203 271 9992
203 368 308
203 338 32
203 371 4065
203 372 1877
203 206 2860
203 374 3913
203 233 2715
203 205 1147
203 330 1629
204 294 701
204 295 105
204 232 515
204 233 474
204 206 1914
204 237 2454
204 238 497
204 271 2499
204 272 402
204 209 3238
204 210 800
204 213 511
204 374 1292
204 216 201
204 205 13
204 373 32
205 271 2
205 298 346
205 304 1089
205 308 43
205 309 9
205 244 619
205 374 3920
205 206 1374
205 214 1048
205 220 29
205 231 35
205 232 509
205 233 7743
205 234 1785
205 237 6022
205 240 84
205 242 7958
205 372 2087
205 246 20
206 246 29
206 294 313
206 295 189
206 232 239
206 297 82
206 298 221
206 238 322
206 237 6373
206 208 1
206 209 48
206 243 7
206 244 246
206 213 2
206 374 1054
206 215 2
206 233 1052
206 220 204
207 304 262
207 233 5
207 308 5
207 309 5
208 213 15
208 215 8
209 213 7162
209 294 6407
209 295 652
209 238 2518
209 271 2786
209 272 17932
209 273 4130
209 210 15893
209 339 6588
209 374 502
209 216 7696
209 218 1541
209 373 1952
210 294 5620
210 273 7162
210 238 86
210 272 11250
210 339 178
210 373 5
210 216 13330
210 218 5040
210 222 278
210 213 10690
211 219 13
211 215 8
213 272 5798
213 294 10431
213 273 17079
213 296 1565
213 364 2322
213 362 4425
213 363 242
213 300 8
213 238 1470
213 215 19
213 216 22398
213 218 10524
213 221 153
213 222 5298
213 295 190
214 240 2281
214 293 35
214 231 31
214 233 3487
214 241 170
214 237 175
214 304 1723
214 305 686
214 242 5485
214 243 122
214 244 153
214 245 16
214 246 695
214 308 1199
214 378 592
214 220 1261
214 234 2640
214 309 1717
215 225 40
215 219 127
215 221 4
215 223 41
216 373 195
216 294 12808
216 295 1766
216 392 4
216 364 2950
216 362 6582
216 363 2667
216 238 3677
216 221 186
216 272 4927
216 374 61
216 300 50
216 218 19175
216 273 20721
216 297 610
216 222 12555
216 296 4293
217 233 17
217 236 17
217 239 8
217 240 1
217 241 16
217 245 1
217 220 13
218 294 6953
218 295 430
218 296 3271
218 297 34
218 362 4904
218 363 5167
218 273 10588
218 274 662
218 238 388
218 272 617
218 364 303
218 221 90
218 222 15692
219 224 104
219 225 26
219 392 41
219 223 9
220 224 783
220 246 6838
220 392 143
220 297 320
220 362 31
220 236 1121
220 237 3600
220 240 9917
220 241 1554
220 242 4801
220 243 3750
220 244 5927
220 245 1103
220 233 5104
220 239 218
220 298 2655
220 234 297
221 226 1
221 296 133
221 300 20
221 362 133
221 363 24
221 364 186
221 366 3
221 273 186
221 274 24
221 332 24
221 222 7
221 223 20
222 294 876
222 295 7
222 296 86
222 300 39
222 362 1795
222 363 5906
222 364 1238
222 274 968
222 273 6229
223 225 26
223 226 27
223 227 3
223 229 24
223 230 7
223 366 14
224 228 19
224 392 2664
224 297 2568
224 394 593
224 299 613
224 300 540
224 275 4
224 240 1928
224 243 703
224 246 1038
224 247 450
224 298 1184
225 228 9
225 229 12
226 227 6139
226 229 268
226 230 1416
226 296 137
226 332 4565
226 363 8464
226 300 8158
226 365 4771
226 366 4025
226 333 278
226 274 1698
226 275 1455
226 299 8
226 364 9581
227 230 2438
227 332 662
227 363 2350
227 364 2443
227 365 2329
227 366 546
227 333 241
227 274 942
227 275 1974
227 300 4978
228 356 1473
228 229 1725
228 230 3122
228 300 1441
228 394 1376
228 332 428
228 333 2026
228 366 475
228 335 908
228 336 2797
228 337 5154
228 275 2972
228 334 2017
228 282 697
228 280 3
229 230 7596
229 356 155
229 332 2261
229 333 2855
229 334 2604
229 335 166
229 336 1801
229 337 3490
229 274 301
229 275 3347
229 366 2511
229 300 1590
229 282 219
229 280 38
230 356 788
230 300 2318
230 277 35
230 332 7162
230 333 6311
230 366 2585
230 335 574
230 336 5322
230 337 7713
230 274 337
230 275 9639
230 334 3975
230 280 33
230 282 969
231 271 92
231 242 375
231 302 9211
231 303 6939
231 304 9245
231 305 509
231 308 4785
231 309 2389
231 330 2424
231 328 140
231 331 1098
231 232 2023
231 233 834
231 234 1000
231 369 910
231 370 4318
231 371 517
231 372 2657
231 377 19
231 378 1758
232 339 481
232 295 202
232 370 3489
232 294 205
232 237 3278
232 338 352
232 371 3209
232 372 4695
232 238 1986
232 374 6055
232 233 5204
232 271 1678
232 330 1611
232 373 1377
233 392 2
233 271 13
233 293 1841
233 298 905
233 242 15303
233 304 3508
233 305 1105
233 308 2506
233 309 4614
233 244 4296
233 374 5368
233 234 6936
233 235 482
233 236 2365
233 237 8249
233 239 1447
233 240 5378
233 241 8069
233 370 43
233 243 2675
233 372 326
233 245 2608
233 246 3389
233 378 442
234 240 525
234 293 412
234 241 3496
234 236 41
234 304 3708
234 305 1681
234 242 8167
234 243 477
234 372 28
234 309 3933
234 308 2269
234 378 90
234 245 267
235 293 4503
235 305 749
235 239 2748
235 241 692
235 242 577
235 307 1259
235 308 1139
235 309 2312
235 378 444
235 347 1229
235 245 99
236 392 13
236 239 1291
236 240 1780
236 241 2423
236 242 586
236 243 111
236 245 1796
236 246 21
237 271 35
237 294 1660
237 295 2732
237 296 52
237 297 2438
237 298 6390
237 246 3147
237 339 33
237 238 6273
237 240 3711
237 242 5006
237 243 2464
237 244 8262
237 373 724
237 374 7378
238 373 2246
238 294 11972
238 295 5874
238 297 1766
238 362 355
238 271 1
238 339 46
238 374 4407
238 273 1037
238 296 777
239 293 6279
239 241 3658
239 392 5
239 240 2667
239 305 148
239 242 353
239 307 81
239 308 628
239 309 1217
239 246 1858
239 245 7104
240 392 5025
240 297 6322
240 298 4437
240 299 891
240 241 1688
240 242 5271
240 243 5303
240 244 5613
240 245 3294
240 246 11667
240 247 2515
240 248 18
241 304 339
241 293 2169
241 246 1823
241 305 661
241 242 6167
241 243 199
241 308 55
241 309 1387
241 244 364
241 245 5167
242 293 2009
242 298 521
242 304 406
242 305 139
242 308 1071
242 309 2054
242 374 465
242 243 1225
242 244 2868
242 245 1403
242 246 3044
243 246 4697
243 392 862
243 244 3339
243 245 209
243 297 1985
243 298 2819
244 246 6825
244 295 1
244 298 5833
244 245 76
244 247 154
244 297 1570
245 352 6
245 246 4356
245 392 31
245 301 321
245 297 166
245 248 346
245 298 33
245 293 3117
246 392 3441
246 394 61
246 297 3945
246 298 7491
246 299 30
246 247 1812
246 248 1984
246 249 57
246 251 289
247 392 3754
247 297 6229
247 298 3482
247 299 4128
247 248 9
247 249 66
248 301 203
248 251 732
248 252 1169
249 392 103
249 394 299
249 299 230
249 276 254
249 251 61
249 253 97
251 256 427
251 301 255
251 252 1176
251 253 220
251 255 1537
252 256 2653
252 301 502
252 255 791
253 257 5656
253 258 4214
253 259 905
253 356 33
253 289 903
253 284 6568
253 394 1
253 335 473
253 336 12
253 337 361
253 275 26
253 276 1
253 278 4759
253 279 2587
253 283 3739
253 281 1269
253 255 1428
255 256 3304
255 257 429
255 258 406
255 259 519
255 284 284
255 283 117
255 281 10
256 259 255
257 289 590
257 258 3541
257 259 651
257 333 2
257 336 7
257 278 1367
257 281 323
257 283 2937
257 284 4794
258 259 70
258 289 1376
258 278 90
258 283 1422
258 284 4316
258 286 2
259 289 2
271 339 11921
271 368 2761
271 330 5919
271 272 1326
271 370 3939
271 371 5846
271 372 1971
271 373 49
271 374 774
271 338 12198
272 294 1875
272 273 3479
272 339 5546
272 373 1307
273 294 8387
273 295 588
273 296 3689
273 300 1297
273 362 5920
273 363 1640
273 364 4605
273 365 851
274 364 2212
274 363 4355
274 332 8920
274 365 16
274 366 10325
274 333 358
274 275 15
274 300 301
275 394 673
275 278 1030
275 279 692
275 280 254
275 281 110
275 282 1382
275 284 320
275 299 215
275 300 4493
275 332 6729
275 333 8179
275 334 642
275 335 6579
275 336 12508
275 337 13039
275 356 3272
275 365 20
276 392 1
276 394 24
276 299 699
276 300 40
276 335 14
277 366 98
277 337 994
277 334 886
277 280 598
277 282 472
277 284 332
278 356 1383
278 332 149
278 333 2
278 335 2749
278 336 1945
278 337 4981
278 279 2373
278 281 4472
278 282 690
278 283 2199
278 284 4811
279 356 745
279 335 1354
279 336 771
279 337 765
279 281 145
279 282 56
279 284 29
280 334 1811
280 337 2408
280 282 3154
280 284 1558
280 286 772
281 356 510
281 332 330
281 335 1030
281 336 842
281 337 4373
281 282 1221
281 283 962
281 284 3681
282 356 1176
282 332 488
282 366 116
282 335 798
282 336 1123
282 337 6143
282 334 2915
282 283 3
282 284 2578
282 286 35
283 289 78
283 337 505
283 284 4595
284 356 21
284 289 1395
284 332 455
284 334 415
284 336 242
284 337 3780
284 286 744
285 357 1
286 289 1199
293 352 178
293 305 1137
293 349 1535
293 301 749
293 307 1112
293 308 1871
293 378 78
293 347 1719
293 346 40
293 350 560
293 309 3123
294 373 1359
294 374 833
294 297 690
294 362 407
294 295 4290
294 296 187
295 299 338
295 373 19
295 374 745
295 297 962
295 298 240
295 362 309
295 296 1658
296 363 2548
296 300 4928
296 298 33
296 299 562
296 364 5255
296 365 3080
296 362 12030
296 297 2014
297 392 6615
297 365 306
297 298 6391
297 299 6281
297 300 212
297 362 1246
298 299 1790
298 392 2462
299 336 130
299 356 34
299 300 2610
299 332 1
299 335 471
299 392 1947
299 394 57
300 394 427
300 332 2902
300 333 3087
300 335 1118
300 336 3673
300 337 1876
300 356 24
300 362 3729
300 363 9587
300 364 10035
300 365 6852
300 366 139
301 352 573
301 353 16
301 350 383
302 304 3519
302 328 511
302 331 5865
302 367 13
302 368 47
302 369 3440
302 370 1059
302 308 10739
302 375 1718
302 344 1142
302 340 2707
302 378 12808
302 303 21094
302 377 5528
303 331 605
303 370 42
303 304 7821
303 305 2603
303 306 8479
303 307 1232
303 308 24277
303 309 1079
303 377 1510
303 344 3644
303 340 3869
303 346 1603
303 378 29682
304 370 154
304 331 1082
304 308 9900
304 309 7791
304 305 6423
304 372 102
304 378 3349
305 347 2468
305 306 4541
305 307 8985
305 308 6426
305 309 6376
305 346 1694
305 378 2641
306 307 2585
306 340 1918
306 375 7
306 344 2300
306 308 3261
306 346 5442
306 378 7307
306 377 308
307 347 4135
307 308 1385
307 309 2303
307 378 3117
307 346 1115
308 370 67
308 309 12251
308 331 354
308 346 257
308 347 2151
308 378 19876
309 347 3080
309 378 4512
309 346 7
310 345 17
310 348 4
310 343 1
320 375 6
324 380 3
324 341 3
324 343 5
325 328 383
325 327 76
325 331 265
325 326 995
325 367 2578
326 327 630
326 328 1445
326 330 1567
326 367 3227
326 368 4529
326 338 162
327 329 1203
327 367 1854
327 369 486
327 377 119
328 331 409
328 367 6584
328 368 13313
328 370 9974
328 330 5035
329 369 83
329 367 2
329 377 27
330 370 26196
330 368 17014
330 338 10587
330 339 2
330 372 4129
330 371 1193
331 370 1980
331 378 81
332 333 9724
332 334 46
332 335 704
332 336 3784
332 337 3929
332 356 44
332 363 5129
332 364 4055
332 365 612
332 366 9200
333 363 179
333 365 22
333 366 308
333 335 3649
333 336 7363
333 337 6310
333 356 495
333 364 57
334 366 1323
334 337 6209
334 356 693
335 394 196
335 356 3043
335 336 6916
335 337 7379
336 394 48
336 356 3039
336 337 10655
337 394 322
337 356 5299
337 366 3742
338 368 5052
338 370 3499
338 339 4909
338 372 544
338 374 107
338 371 2135
339 371 329
339 373 1667
339 374 22
340 375 2705
340 344 7010
340 377 7989
340 346 6
340 378 6398
341 380 1
341 343 2
342 376 22
342 377 33
342 344 6
342 343 24
343 345 7
343 380 7
343 383 2
344 375 1999
344 377 5310
344 346 379
344 378 4672
344 345 13
345 346 2
345 348 3
345 349 5
346 378 1707
346 347 1282
346 349 506
347 349 2651
347 378 2713
347 350 227
349 352 188
349 350 651
349 351 222
350 352 316
350 351 37
351 352 80
356 394 1274
356 366 45
362 363 1460
362 365 3412
362 364 4233
363 366 2197
363 365 6461
363 364 14721
364 366 2023
364 365 7321
365 366 306
367 368 3547
367 369 79
367 370 116
368 370 15082
368 369 156
368 371 1246
368 372 70
369 375 18
369 377 4
370 371 2619
370 372 6650
371 372 2893
371 373 47
371 374 637
372 374 469
373 374 1057
375 376 113
375 377 4005
375 378 193
376 377 18
377 378 4786
380 383 1
392 394 481
