1 3 5
1 4 1162
1 5 1486
1 6 1599
1 7 191
1 138 1
1 140 8
1 13 60
1 142 43
1 144 12
1 145 40
1 19 10
1 148 26
1 149 38
1 150 20
1 23 322
1 152 56
1 155 728
1 28 5
1 157 7
1 158 12
1 141 176
1 16 12
1 147 2
1 120 887
1 20 13
1 21 264
2 4 12
2 5 10
2 6 19
2 7 1
2 156 379
2 138 3
2 139 666
2 140 818
2 141 341
2 149 1
2 23 1458
2 120 1717
2 155 1046
2 28 1
2 31 521
3 4 3
3 5 9
3 6 226
3 145 6
3 143 6
3 13 133
3 141 21
3 144 29
3 17 3
3 148 25
3 149 1
3 150 14
3 151 18
3 15 2
3 157 23
3 16 208
4 5 723
4 6 49
4 138 4
4 139 23
4 140 26
4 13 144
4 142 39
4 16 10
4 145 23
4 20 23
4 149 22
4 150 16
4 151 1
4 25 4
4 155 182
4 156 1
4 157 1
4 158 24
4 159 3
4 162 3
4 28 34
4 23 2
4 141 3
4 144 23
4 120 298
4 148 5
4 21 8
5 6 3355
5 7 227
5 138 6
5 139 24
5 140 2
5 13 649
5 142 23
5 143 1
5 144 20
5 145 18
5 20 20
5 21 3
5 150 6
5 23 6
5 152 51
5 153 3
5 155 13
5 28 39
5 157 10
5 158 16
5 159 9
5 156 1
5 151 5
5 141 4
5 15 1
5 16 5
5 148 2
5 149 2
6 7 366
6 137 403
6 138 7
6 139 31
6 140 13
6 13 2249
6 142 41
6 16 2465
6 145 34
6 19 230
6 20 156
6 21 246
6 22 4
6 23 11
6 152 141
6 153 386
6 155 8
6 156 6
6 157 1058
6 158 4
6 159 418
6 162 7
6 28 34
6 25 1
6 120 1189
6 149 2
7 136 6
7 137 4
7 139 1
7 162 10
7 120 73
7 18 1
7 152 395
7 153 188
7 155 1
7 156 3
7 159 4
8 98 37
8 99 129
8 100 36
8 101 196
8 9 2365
8 51 3445
8 53 657
8 56 251
9 99 172
9 147 232
9 101 101
9 115 107
9 146 411
9 51 3809
9 116 2
9 53 168
9 56 2
9 52 831
13 144 33
13 141 1
13 142 39
13 16 1308
13 145 24
13 19 654
13 150 17
13 151 7
13 157 1003
15 145 8
15 141 231
15 143 6
15 144 4
15 17 2
15 19 2
15 148 3
15 157 94
15 31 30
16 145 244
16 142 212
16 141 1
16 144 3
16 17 175
16 19 466
16 150 3
16 151 22
16 157 891
17 144 2661
17 140 57
17 141 13
17 46 8
17 145 1682
17 50 1207
17 116 456
17 142 1798
17 150 1115
17 151 239
17 148 1
17 143 648
17 94 224
18 162 1
18 134 1
18 135 387
18 136 3
18 137 4
18 154 14
18 126 332
19 141 312
19 142 1
19 145 333
19 20 49
19 149 1
19 148 2
19 157 1920
20 140 7
20 141 246
20 142 3
20 23 1
20 155 3
20 157 998
20 158 27
21 136 2
21 22 38
21 120 162
22 137 4
23 139 5
23 140 1
23 141 1161
23 149 3
23 120 961
23 155 1599
23 156 339
23 158 1
23 31 849
24 128 152
24 129 201
24 99 27
24 132 2848
24 101 107
24 100 84
24 103 596
24 104 2112
24 105 195
24 138 1466
24 167 31
24 172 1167
24 173 2469
24 174 3246
24 176 8
24 124 2973
24 119 1
24 25 412
24 123 6555
24 28 96
25 129 88
25 148 347
25 115 54
25 103 1363
25 104 5569
25 138 137
25 139 73
25 140 7
25 173 134
25 174 391
25 147 5142
25 52 6
