1 2 3
1 3 11475
1 4 479
1 5 167
1 7 1005
2 3 1656
2 4 5545
2 5 352
2 6 5949
2 7 24888
3 4 4651
3 6 1930
3 7 8898
4 5 1534
4 6 2992
4 7 16708
5 6 435
5 7 3429
6 7 15562
