1 3 5
1 44 2
1 61 2
1 46 3
2 64 877
2 66 921
2 4 2249
2 41 394
2 151 40
2 45 468
2 47 101
2 23 542
2 60 299
2 93 542
3 66 9
3 65 32
3 44 12
3 46 3
3 83 14
3 52 4
3 154 10
3 59 7
3 61 19
3 62 34
4 448 116
4 6 43
4 151 1808
4 23 8322
4 409 2
4 158 2
4 35 2711
4 36 3
4 41 8911
4 299 352
4 45 4537
4 47 2238
4 53 466
4 310 411
4 58 1237
4 60 2232
4 190 1128
4 63 524
4 64 8029
4 66 7747
4 85 311
4 87 1946
4 89 633
4 219 387
4 92 657
4 93 5175
4 95 2205
4 225 178
4 113 296
4 153 402
7 130 3
7 8 6
7 11 12
7 12 6
7 258 3
7 21 15
7 27 1
7 159 2
7 292 1
7 38 3
7 40 19
7 302 2
7 55 1
7 57 6
7 193 1
7 69 1
7 86 3
7 90 4
7 94 6
7 234 3
7 123 2
7 127 6
8 38 1
8 40 6
8 11 1
8 12 1
8 20 7
8 21 3
8 438 1
8 57 3
8 90 1
9 41 119
9 10 513
9 23 126
9 14 33
9 22 4
9 87 189
9 58 64
9 93 149
10 35 223
10 39 75
10 42 424
10 87 2347
10 14 1526
10 15 693
10 16 3885
10 26 18
10 25 260
10 85 81
10 22 1531
10 41 4460
10 56 38
10 23 1668
10 58 1789
10 124 126
10 93 2641
10 95 1104
11 32 1
11 193 1
11 258 10
11 292 1
11 38 1
11 234 9
11 199 3
11 238 1
11 40 37
11 302 4
11 20 4
11 21 8
11 86 7
11 57 3
11 121 4
11 90 15
11 159 3
11 94 5
11 127 2
12 130 3
12 69 2
12 159 1
12 21 12
12 55 3
12 123 2
12 94 4
12 127 3
14 35 624
14 68 45
14 37 175
14 39 72
14 87 1589
14 15 903
14 16 392
14 26 747
14 42 696
14 25 322
14 85 389
14 22 3681
14 41 3241
14 56 740
14 23 1248
14 58 2500
14 124 26
14 93 784
14 95 496
15 35 59
15 37 60
15 39 34
15 41 403
15 23 257
15 93 190
15 16 74
15 42 24
15 22 494
15 87 13
15 56 144
15 58 64
15 26 1
16 35 163
16 93 1883
16 39 21
16 41 3243
16 87 1619
16 122 134
16 22 623
16 23 808
16 25 41
16 58 706
16 124 31
16 42 53
16 95 119
17 88 1
17 96 8
17 123 1
17 94 1
17 127 1
18 512 483
18 235 3333
18 142 30
18 407 15
18 153 3
18 157 1327
18 415 1487
18 288 181
18 35 15
18 36 416
18 37 17
18 294 1322
18 297 1345
18 42 710
18 299 127
18 419 1753
18 303 1001
18 304 1190
18 440 15
18 445 11
18 66 617
18 452 519
18 454 598
18 328 2
18 458 4
18 332 107
18 227 34
18 470 172
18 344 494
18 413 1207
18 92 126
18 477 1710
18 95 1952
18 97 916
18 483 40
18 485 650
18 230 131
18 488 2
18 233 4
18 491 1906
18 492 15
18 89 136
18 41 667
18 120 88
18 124 4
18 510 187
19 40 4
19 20 4
20 258 3
20 662 1
20 521 5
20 653 4
20 429 4
20 528 3
20 21 1
20 406 52
20 535 9
20 408 1
20 537 1
20 27 9
20 28 2
20 541 7
20 185 18
20 31 3
20 32 134
20 292 31
20 295 29
20 40 228
20 540 4
20 534 2
20 300 29
20 301 1
20 302 1
20 432 95
20 562 4
20 436 20
20 309 33
20 438 13
20 569 27
20 86 3
20 523 5
20 69 1
20 198 3
20 141 23
20 593 5
20 211 22
20 597 25
20 342 2
20 57 44
20 216 13
20 345 3
20 218 3
20 222 6
20 351 57
20 484 17
20 358 1
20 234 39
20 499 2
20 501 8
20 503 1
20 213 7
21 32 11
21 193 4
21 130 3
21 43 1
21 69 3
21 38 2
21 40 24
21 94 17
21 55 4
21 123 2
21 159 7
21 199 1
21 127 6
22 131 323
22 132 7
22 23 3560
22 25 384
22 26 1156
22 29 56
22 30 395
22 34 574
22 35 3299
22 37 98
22 41 9645
22 42 539
22 56 1907
22 58 3687
22 68 230
22 85 145
22 87 1641
22 93 1572
22 95 1308
22 97 1
22 124 186
23 518 32
23 524 650
23 532 1734
23 89 998
23 24 582
23 25 3451
23 542 1737
23 543 962
23 544 1478
23 34 318
23 35 41533
23 36 865
23 41 84979
23 42 928
23 45 7146
23 47 11484
23 53 676
23 56 685
23 58 10376
23 60 18
23 573 4085
23 63 650
23 64 8874
23 66 16793
23 592 118
23 594 1534
23 85 1205
23 598 6335
23 87 4922
23 601 1727
23 92 2446
23 93 16324
23 95 7670
23 612 1752
23 113 18673
23 124 698
23 142 35
23 536 12263
23 151 7198
23 153 737
23 175 1176
23 178 2532
23 180 12931
23 30 467
23 182 519
23 183 126
23 187 355
23 190 2122
23 210 1066
23 212 23033
23 215 52
23 217 2967
23 219 27595
23 225 1155
23 235 1167
23 322 3902
23 282 2243
23 284 51
23 299 9606
23 310 11542
23 321 2193
23 522 104
23 323 4495
23 327 24158
23 341 1249
23 349 1286
23 575 9072
23 383 769
23 397 2464
23 400 4673
23 401 4049
23 403 954
23 407 18
23 409 1658
23 430 629
23 431 9838
23 433 12688
23 435 500
23 437 12017
23 445 92
23 448 24
23 460 482
23 465 465
23 471 162
23 485 1233
23 500 904
23 502 402
23 504 407
23 506 25
24 64 108
24 66 597
25 542 254
25 397 4
25 536 32
